maxPOutliers,deepSplit,detectCutHeight,minModuleSize,maxCoreScatter,minGap,minSplitHeight,pamRespectsDendro,minBranchEigennodeDissim,minStabilityDissim,useBranchEigennodeDissim,reassignThreshold,minCoreKME,minKMEtoStay,minCoreKMESize,mergeCutHeight,Quality
0.5,2,0.995,12,0.5,0.5,0.5,True,0.5,0.5,False,1e-06,0.5,0.2,4,0.15,0.1102402
0.9006214555146714,1,0.8556209483356477,185,0.5975562052137368,0.1414641736170236,0.22450592373483075,True,0.9031785237401094,0.632963104392461,False,0.5723564912601802,0.3614963440850428,0.6437187444229276,40,0.8119477481319466,100.0
0.6125253393245584,1,0.6439142670978082,245,0.019024744249711237,0.03978036184836909,0.9450038512519696,False,0.44134853091052617,0.06570954323368307,False,0.8658827597899749,0.8435281173023871,0.9326378462844935,87,0.8352567070848953,100.0
0.26097207597042166,0,0.2287626679629285,65,0.18072059480555538,0.31611621678989715,0.24103860296163787,False,0.6326639773243377,0.2230325249389184,False,0.5769969699947222,0.3516737111101527,0.5209753179401188,37,0.08316909190074252,100.0
0.25290961284138896,0,0.9294066530678691,73,0.810904936428714,0.12618165834094666,0.07570637153420891,True,0.9470740290866948,0.3156734915836759,True,0.6981656097223431,0.35637308958787633,0.914118479177781,38,0.8467222738671576,100.0
0.7334411506430382,3,0.6695098734249295,26,0.04464782957325653,0.09519807795132287,0.217430292775119,True,0.100380425181713,0.06425137121280879,True,0.16287171936919378,0.5918736503613208,0.9553191946989695,37,0.021618694428608757,100.0
0.5206744008497755,1,0.8331485503513643,281,0.12893533590217668,0.8311354330758576,0.7867531464259657,True,0.6504411095881514,0.9372914781192526,False,0.48145994070584464,0.9274086122645061,0.2596671843175343,16,0.9676796307610075,100.0
0.32061564469919485,4,0.545376915013539,113,0.13692581960910713,0.11251033409710257,0.07228325979725904,False,0.002926600155002124,0.8767928561805497,True,0.5026480755111978,0.7474948154838598,0.5393539794736073,1,0.4623293624209004,100.0
0.1454623276294367,1,0.7532120853246997,229,0.9175118129238302,0.9316890178157375,0.09014172809262457,False,0.561468465350521,0.010426675921829,False,0.036861561039671205,0.08438241511651214,0.6960721911070805,59,0.7268630194207849,100.0
0.9043766234627714,0,0.8966918562841297,153,0.6148194467460474,0.13474564961842397,0.4719680676480341,True,0.49178763552999327,0.9314142661667784,True,0.4999614537330097,0.40963549004145805,0.8297534035051689,52,0.4896891394291232,100.0
0.8703921403879409,4,0.13918179578774706,221,0.565344363382435,0.890987739515695,0.31627650659347034,True,0.2792319419516725,0.11957668579200545,False,0.7739716305340255,0.7876586518304146,0.6856525756860806,31,0.9974039894814504,100.0
0.29463256031622037,3,0.4509126422547204,284,0.4810454979601687,0.004287442206578952,0.20497959541592387,False,0.29499996444181104,0.7915936619516278,True,0.9456164338605844,0.9272025484275898,0.3217581087868433,62,0.3999069549987595,100.0
0.692589659627931,1,0.05526334162325221,282,0.03232250180253061,0.9906418184379724,0.15805637136072373,False,0.0006725680093040421,0.39145916838390893,True,0.3862754143033139,0.16246578221950106,0.5012876381212538,32,0.17529551172577676,100.0
0.7070187989033322,0,0.3711282818845049,52,0.9066662586360267,0.6256140532366474,0.7059642622564427,True,0.3248427254381377,0.04207994428591356,False,0.34329688694552146,0.2652211290276046,0.5355902216067261,69,0.7932831712609508,100.0
0.6681012522781166,2,0.9091754520255692,74,0.6052428215944018,0.9352396149090657,0.6640262587641586,True,0.26402769803931997,0.6571041149797238,True,0.9123400540669991,0.17858972662626907,0.25738638807086306,38,0.8412116456706181,100.0
0.49233920253883673,2,0.05716213324568437,12,0.5014287696985849,0.6383433057760095,0.5000206309455312,False,0.2504132946396028,0.49999149236018475,False,0.0022125051952633845,0.3267140181691952,0.7657844823411745,26,0.12815225797444477,100.0
0.3842799510463516,4,0.05307093585548152,202,0.7870508839873115,0.43492555841762603,0.5795456427614549,True,0.4962481297674385,0.03163933196175373,False,0.6954380207923914,0.2785766728105124,0.7672698902069723,78,0.8774397952840673,100.0
0.9820283522372933,1,0.5421492054737173,86,0.3102346378549608,0.44064256899148324,0.8708545666870354,True,0.959597163777194,0.5676017986347369,True,0.926178802552634,0.5421501548597005,0.8491274495800861,9,0.26222408591478236,100.0
0.49303859374152403,2,0.9714385854289522,56,0.5554095033352376,0.48118960426037516,0.48160870658682686,True,0.09887775788736888,0.6522749908905555,False,0.25651001963971415,0.5121203351628587,0.3770853322823505,22,0.14644921766547428,-0.08836966
0.8183203353186514,2,0.0,302,0.6036461978041299,0.1555284120325849,0.46831391822838947,True,0.0,1.0,False,1.0,0.9470267287579043,1.0,100,0.14600869877198544,100.0
0.6028671606786727,2,0.9663775554751703,186,0.6529398520603359,0.2865541049954193,0.4210777352677462,True,0.0,0.8357821495843272,False,0.7944767348336272,0.5716694407199207,0.8938081659259075,77,0.422871582891326,100.0
0.5047547578690192,2,0.9735118352877479,51,0.5552621524060852,0.4771900320481314,0.4496574081185305,True,0.16688545161499277,0.6219382035712783,False,0.183954376274542,0.509878474394886,0.3667320009244506,16,0.14201739368313854,-0.02272647
0.45136062109720926,2,0.9775490162707429,99,0.5930788128854376,0.508256695289674,0.5141932910254969,True,0.06658212913720757,0.6983330083080357,False,0.3747985131932518,0.4892214316350689,0.38985062368902645,31,0.14769418868717724,-0.1566352
0.07558725100894137,3,0.983308426676406,302,0.9522783273898863,0.6647442831484209,0.9615716240094737,False,0.0,1.0,False,1.0,0.29412197313664445,0.8301385851860074,100,0.1463061705900116,100.0
0.2611555259077812,3,0.9840547880776126,302,0.9958196349900643,0.5153321970138025,0.7837520140859454,True,0.0,1.0,False,1.0,0.42392881300413443,0.8023455147703537,100,0.14640273531322776,100.0
0.12921724021945163,2,0.9818127097325335,302,0.9630475965875603,0.997100655362209,0.9243739681420899,True,0.0,0.7461260416818692,True,1.0,0.20248919691186495,0.6153497747048731,100,0.14648104393944328,100.0
0.061137439819076364,2,0.981672876347457,302,0.9467281953525877,0.9085594136833007,0.7787827814508409,True,0.0,1.0,False,1.0,0.5689027940472222,0.9176706435443809,100,0.14613311140427573,100.0
0.4339583880459097,2,0.9431104166409229,258,0.7655309077387078,0.6040930354701122,0.46057342848448163,True,0.28569431915777455,0.6717122230427295,False,0.4970214221139133,0.4857492131051293,0.3865754904593163,42,0.141396343899896,100.0
0.2682973360630868,0,0.9885407685749357,97,0.5626299028099354,0.4943659725213311,0.9053437761208115,True,0.9141890059253157,0.21603453036735804,True,0.5347443191977254,0.6887559004830797,0.45487593002543103,13,0.023838817851935173,-0.05057156
0.4084933520215593,2,0.9790536900989116,96,0.5745755799584,0.5523216181001165,0.57058069273097,True,0.2082151827526584,0.6310213140047373,False,0.39076872713489985,0.5142202966770477,0.3756780064088622,28,0.1419094971586346,-0.1506856
0.09342433789652131,2,0.9807688202994805,94,0.8345527591019538,0.5032873754227656,0.14065452560792852,True,0.0,0.2846922173303976,False,0.7371392872439131,0.44422198978425514,0.18132235544308684,73,0.13255517055726662,-0.1213881
0.5273425972151811,2,0.9951153172019569,26,0.4546656445224909,0.44144458153706895,0.5144742797513203,True,0.0,0.839331228597931,False,0.020990813201645565,0.3437081571092818,0.3992413933230433,30,0.1545050063095066,0.04773922
0.5824803597017144,0,0.9759934889059194,100,0.8675368748322827,0.19111031750328594,0.13027153795570812,True,0.0,0.9524909220094195,False,0.47104198326898294,0.37590338984861577,0.4425744578104489,46,0.13323725276448684,-0.05624813
0.3028236993385959,4,0.9757776219482289,62,0.9365143864217911,0.3608587708294839,0.14277771199596206,True,0.0,0.0,True,0.4245251373183482,0.4303669728332737,0.30216271329249483,74,0.15597729704378632,-0.01705823
