Var1,V
Ndufb3,4
Ndufc2,4
Cox7a2,4
ND4,4
Ndufb11,4
Ndufb6,4
Mcts1,5
ND5,4
Man2c1,5
Ensa,5
Map7d1,3
Hprt,5
Glul,1
Tppp,3
Hnrnpa3,2
Slc25a1,4
Cntfr,1
Sncb,3
Fsd1,5
Bcas1,3
Gyk,4
Ndufs5,4
Cox6c,4
Adipor1,3
Fam175b,6
Erlec1,3
Pip4k2a,3
Bcas3,3
Ivd,5
Sept9,7
Snrk,3
Ccdc136,6
Pdxp,3
Faim2,3
Cacnb3,1
Plxnb1,1
Ehd4,7
Tiprl,5
Plxnb2,4
Ric8,1
Mvb12b,4
Ttc9b,3
Aplp2,3
Adcy8,3
Ppp2r5e,3
Vac14,4
Ppfia2,1
Fech,4
Stk25,3
Ahcyl1,5
Nptx1,3
Mrps26,2
Strip1,3
Ccdc6,3
Fgfr1op2,3
Slmap,3
Nrd1,4
Tuba8,2
Grn,1
Lap3,5
Sh3glb2,1
Arc,1
Kif1a,6
Itm2b,1
Apba2,1
Atp6v1g1,4
Lrp1b,1
Adrm1,6
Fgf12,1
Lin7a,1
Lingo1,5
Kif3a,1
Olfm1,3
Chgb,3
Napg,7
Apba1,1
Cops7b,2
Sirt5,4
Sept5,7
Psmd5,6
Oxsr1,5
Hadh,5
Gabra4,1
Rufy3,4
Aldh2,5
Mrpl3,4
Map2k4,1
Mag,1
Abr,1
Cplx2,7
Hmox2,4
Erc1,1
Celf2,5
Mpp3,1
Nme3,6
Mrps2,2
Isoc2a,5
9630033F20Rik,5
Mrpl24,4
Mrpl11,4
Glod4,5
Sod2,5
Eif2s2,2
Pck2,5
Atl3,4
Pgam1,5
Cdipt,4
Emc8,4
Dctn6,1
Gsto1,5
Opa1,4
Opa3,4
Bola1,4
Coq6,4
Abhd11,4
Eci2,4
Mars2,4
Pgm2,5
Aifm3,5
Mrrf,4
Pnpo,5
9430016H08Rik,4
Blmh,3
Afg3l2,4
Taco1,4
Aco1,5
Aldh4a1,5
Hint3,4
Acy1,5
Ethe1,5
Hagh,4
Sco2,4
Pitrm1,4
Bcat2,5
Mrpl1,4
Trappc4,8
Nudt9,5
Wdr45b,5
Gadd45gip1,4
Acsl4,4
Timm17b,4
Ak1,5
Chchd6,4
Fam213a,4
Micu1,4
Dhrs7b,4
Ddrgk1,4
Vps33b,7
Prpsap2,2
Sh3bgrl3,5
Rabl3,4
Pgm3,5
Oxsm,4
F3,5
Csrp1,5
Adh5,5
Eci1,5
Gba2,4
Mrps6,4
Cars,3
Fibp,3
Rasa3,3
Acsl3,4
Nav1,1
Nln,5
Nmt2,5
Kcnip4,5
Echdc1,7
Dclk1,1
Cpe,6
Anks1b,1
Ppp1r2,1
Begain,1
Lancl2,1
Cst3,5
Nfasc,1
Sparcl1,3
Cntn4,5
Pde1a,1
Bcl2l13,4
Ache,5
Dcun1d2,2
Srr,5
Hint2,4
Hapln1,1
Fam126b,3
Diras1,5
Cdk17,3
Kcnab3,3
Trappc9,8
Zfp365,5
Syt17,5
Poldip2,4
Fndc3a,4
Map7,3
Tmcc1,5
Zfyve1,5
Acsbg1,1
Fsd1l,5
Fmnl2,5
Lmf2,1
Ak4,4
Tmx3,4
Cntn3,5
Lingo2,5
Cacng3,5
Acbd6,5
Wars2,4
Ddhd2,4
Stard10,5
Fn3krp,2
6430548M08Rik,5
Tmem35,5
Casc4,5
Acyp1,5
Chid1,5
Ociad2,5
Ermn,5
Zadh2,8
Vwa5a,5
Vat1l,5
Fam114a2,7
Mcee,5
Fdx1l,5
Gpc1,3
Rps4x,2
Sv2a,1
Exoc4,7
Aldh1b1,5
Abat,5
Vps4a,4
Pef1,5
Plxna2,1
Ptprn,3
Cpeb3,2
Atic,5
Uba3,5
Twf2,5
Flad1,5
Mief1,4
Snx4,7
Snx6,7
Gbe1,5
Snx5,4
Ppp1r21,1
Mpp6,1
Shank1,1
Cacna1a,1
Gng2,3
Ube2l3,5
Vps52,4
Pmm1,4
Hecw1,5
Rimbp2,1
Lphn1,1
Nell2,1
Tspan7,3
Syt3,1
Ptpre,3
Pnpt1,4
Fuk,3
Ap3m1,6
Exoc1,7
Trio,1
Rell2,1
Rab33a,4
Vps26a,7
Bzw1,2
Mrps11,2
Syap1,6
Mlec,4
Ube2o,2
Sec63,4
Prune2,2
Rhot2,4
Ndufaf2,4
Tsr2,2
Kars,2
Acadvl,4
Bai1,1
Ndufv3,4
Snta1,1
Magi2,1
Elmo1,1
Magi3,1
Itgav,1
Mapre3,1
Trf,5
Psmb3,6
Psmd8,6
Idh3a,5
Hars,3
Lin7c,1
Erc2,1
Lin7b,1
Mpdz,1
Mpp2,1
Ablim2,5
Ppm1f,1
Tln2,1
Gas7,1
Rhof,7
Gng13,3
Kcna4,1
Cntnap4,1
Dst,1
Cadm1,1
Sdc4,1
Nrxn3,1
Atp2b4,4
Cntnap2,1
Mrpl4,4
Arl15,6
Nudt3,3
Atp1a2,4
Mlc1,1
Cacna1e,1
Kcnn2,6
Scn1a,1
Scn8a,1
Unc13a,1
Map6d1,1
Grm7,1
Gap43,1
Kcnq2,1
Nrgn,1
Pfkm,1
Pde1b,1
Wfs1,3
Atp2a2,4
Atp5l,4
Mrpl40,4
Idh1,5
Emc2,4
Ccdc47,4
Mrpl2,4
Nmral1,5
Ufl1,4
D10Bwg1379e,4
Serinc3,4
Rabl5,5
Slc13a5,3
Prps1,2
Rock2,1
Sccpdh,4
Nadk2,4
Spred1,3
Erp29,6
Timm13,4
Lamtor5,4
Ctsa,5
Rexo2,5
Cpt1a,4
Sept6,7
Txndc12,6
Tmem132a,5
Nsg2,5
Lypd1,3
Ndrg4,4
Dctn4,1
Actr10,1
Gnpda2,5
Lrfn1,1
Nap1l4,2
Chmp1a,4
Pelo,3
Mtfr1l,3
Mrps34,2
Tanc2,1
Dact3,1
Kctd12,3
Osbpl6,1
Sv2c,4
Fus,2
Grm8,1
Grm3,1
Exoc2,7
Grm4,1
Calb1,5
Nefh,1
Kcnb1,1
Pde4a,1
Prepl,4
Cntnap1,1
Phactr1,1
Slc4a8,4
Gng3,3
Rgs17,3
Rp2h,3
Ube2v1,3
Ube2v2,3
Sh3bgrl,3
Pcdha4,6
Nol3,5
Tmem55a,4
Tmod1,1
Mpc2,4
Sncg,3
Fah,5
Neto1,1
Nrcam,1
Lrfn2,1
Fh1,5
Gnb4,3
Kcna1,1
Gria3,1
Dlg3,1
Pde2a,1
Exoc7,7
Ptprz1,1
Mtpn,5
Ptpn5,4
Ap3b2,7
Slc6a9,1
Gpsm1,3
Nlgn2,1
Aldh5a1,5
Pmpca,4
Akr1a1,5
Gpd1,5
Gpd2,4
Ckmt1,5
Pdxk,5
Pgm2l1,5
Atp1b2,2
Msrb2,1
Fabp3,5
Acot7,5
Itm2c,4
Crym,1
Prrt1,1
Glud1,4
Nptn,1
Cpne7,2
Bai3,1
Lrrtm1,4
Slc12a5,1
Scrn1,5
Asrgl1,1
Gpr123,1
Nlgn1,1
Fam81a,1
Hspa12a,1
Cacng8,1
Cdkl5,1
Ptprt,1
Robo2,1
Ntng2,1
Chrm1,1
Ajap1,1
Maob,4
Lrrtm4,3
Amigo1,1
Glg1,1
Sept3,7
Prpsap1,2
Cacna1d,1
Chga,3
Vamp7,7
Stxbp5,7
Cadps,7
Cplx1,7
Syt7,1
Gpm6b,3
Ankrd46,7
Ppapdc2,7
Snph,7
Stxbp6,7
Slc7a2,4
Wdr44,4
Arhgef12,4
Pitpnm1,1
Osbpl10,4
Mprip,1
Pitpnm2,1
Sacm1l,4
Pitpnm3,4
Acbd5,4
Scn1b,1
Scamp5,7
Denr,2
Scg3,5
Rap2a,1
Rab24,4
Fundc2,4
Chmp6,4
Syn3,1
Doc2a,1
Tusc3,1
Gprc5b,4
Prrt2,4
Adcy6,3
Fkbp2,5
Wdfy1,7
Acad9,4
Slc30a3,4
Chmp7,4
Igsf21,5
Sarm1,4
Atp6v1f,4
Tpm4,1
Impact,4
Pgbd5,3
Snx12,5
Glo1,5
Phpt1,5
H2-Ke2,3
Rnf214,3
Stk39,1
Hcn2,1
S100b,5
Grlf1,1
Gps1,2
Gipc1,1
Camsap3,3
Xpnpep1,5
Vps51,7
Atpif1,4
Prune,5
Nt5dc3,4
Arfgef1,1
Setd7,1
Tceal5,1
Coa3,4
4932438A13Rik,3
Cdv3,4
Vps45,7
Efr3a,4
Osbpl8,4
Pdhx,5
Clpp,4
Cotl1,5
Fdxr,4
Glrx2,5
Atp9a,4
Ppp3r1,1
Mrps16,4
Mtch1,4
Limd2,6
Letm1,4
Asah1,5
Slc22a23,4
Gcsh,6
Ncln,6
Abcd3,4
Myo1b,1
Necab2,3
Lztfl1,1
Myh14,4
Kazn,6
Dock4,1
Elmo2,1
Cd34,1
Gpx1,5
Vps39,7
Cspg4,1
Marcksl1,4
Fkbp3,2
Fxyd6,4
Acad8,1
Atad1,4
Acadsb,4
Sec61a2,4
Kctd16,1
Wdr7,1
Ppp1r3f,1
Rnf14,5
Cdh6,1
Gabrb2,1
Mrps15,2
Prex1,1
Aatk,1
Dtna,1
Mrps35,2
Fahd1,5
Ppp1r7,3
Mlycd,4
Hmgcl,4
Etfdh,5
Hibadh,5
Tpbg,7
C1qc,6
C1qa,6
Iba57,4
Mut,4
Oplah,5
Lmtk2,1
Ppp1r16a,5
Plcl2,1
Prex2,1
Elfn1,1
Jph3,3
Elfn2,5
Csmd1,5
Slc7a14,1
Ppp2r5c,3
2900011O08Rik,1
Cpne6,5
Map1s,5
Supv3l1,4
Arl6ip5,4
Sfxn1,4
Car2,5
Dcun1d3,2
Iqsec3,1
Ppm1e,4
Mrpl14,4
Cap2,5
Pcbp3,5
Cbr1,5
Epm2aip1,1
Arhgap39,1
Lzts3,1
Shisa7,1
Gapvd1,1
Tsta3,5
Rltpr,1
Gsta4,5
Gripap1,1
Anxa11,5
Plxna1,1
Arhgap44,1
Ophn1,1
Usp30,4
Nav3,1
Amer2,5
Rnh1,5
Ahcyl2,3
Aqp4,1
Ralgapa1,3
Syngr3,4
Fbxl20,7
Stmn3,4
Mboat7,4
Slc25a23,4
Slc20a2,4
Clcn6,3
Chl1,1
Psd3,1
Gprin3,1
Hpcal4,3
Fhl1,1
Hmgcs1,5
Gabra2,1
1700052N19Rik,5
Smpd3,3
Dgkq,7
Arhgap26,1
Arhgap5,1
Rars2,4
Bai2,1
Gng4,3
Nt5c3,6
Nsmf,3
Mrpl46,4
Clip2,1
Dctn5,1
Inpp1,3
Me2,4
Taok1,1
Cadm4,1
Nos1ap,1
Agpat1,2
Ube2f,2
Pea15a,1
Vat1,5
Mthfd1l,4
Lrpap1,1
Pcmt1,3
Ttyh3,4
Crat,3
Impa1,5
Pip4k2b,3
Cds2,4
Qdpr,5
Mrpl37,4
Timm22,4
Gatc,4
Golga7b,1
Slk,1
Arl6ip1,7
Fam185a,1
Brinp3,3
Brcc3,6
Adam10,1
Gstz1,5
Spryd4,4
Hibch,5
Sema7a,1
Hexb,5
Gstm2,5
Sh2d5,1
Cuta,5
Hexa,5
Gnl1,2
Asl,5
Acap2,4
Rab12,4
Aldh9a1,5
Triap1,4
Atp13a1,4
Dmxl2,1
Hccs,4
Fam136a,4
Clpb,4
Timm10,4
Timm8b,4
Timm8a1,4
Tst,4
Gsr,5
Ccdc58,4
Apool,4
Ndufaf4,4
Yme1l1,4
Coa7,4
Cpox,4
Gls,4
Mtif2,4
Atpaf1,4
Slc25a25,4
Acot2,4
Tdrkh,4
D15Ertd621e,4
Gpd1l,5
Ogdh,4
Coro2a,1
Fam21,7
Vps33a,7
Vipas39,7
Serinc1,6
Ptpmt1,4
Tamm41,4
Aldh6a1,5
Agpat5,4
Sfxn5,5
Serpinb6a,5
Agpat4,5
Lnpep,4
Mogs,4
2410015M20Rik,4
Tm9sf4,4
Golga5,4
Cadps2,5
Gng5,3
Iscu,4
Clip3,3
Inpp5j,1
Lysmd1,4
Abhd17a,3
Shisa6,3
Fam171b,1
BC018242,3
Mtap,5
Ica1,7
Ndrg3,1
Map2k6,1
C2cd5,3
Pvrl1,1
Gpc4,3
Gclm,5
Cd9,4
Ufsp2,4
Zmpste24,4
Cxadr,3
Gna11,3
Cdk5r2,1
Vsnl1,3
Ccny,1
Lphn3,3
Dpp6,4
Bcan,1
Atp6v1h,4
Dbt,4
Mccc1,4
Abcb8,1
Rhot1,4
Maoa,4
Armc10,4
Agk,4
Mecr,4
Mcu,4
Dak,5
Ncam2,5
Pcca,5
Adam23,1
Syngr1,1
Pde10a,3
Acsl6,5
Slc8a2,1
Ccsap,5
Aldh1a1,5
Cntn2,1
Cnnm1,6
Omg,5
Slc4a7,4
Agap3,4
Slc4a3,1
Slitrk1,6
Itfg1,4
Tenm4,2
Marc2,4
Crtac1,3
Ap3m2,3
Gprin1,1
Astn1,4
D630045J12Rik,7
Slc4a10,5
Ttyh1,5
Fmnl1,1
Cacna2d3,1
Cacna2d2,1
Gpr158,1
Cspg5,4
Astn2,3
Adam11,1
Gfm1,4
Scn9a,1
Slc4a1,5
Fam134c,4
Dfna5,7
Mrpl44,4
Prmt8,2
Isca1,4
Slc12a9,1
Stt3b,4
Acot13,5
Crip2,5
Cadm3,5
Rbp1,4
Gclc,5
Vps26b,7
Phyhipl,4
Atp6v1g2,4
N28178,5
Sphk2,5
Hmgb1,5
Atl1,4
Pcsk2,6
Scg5,6
Camsap1,1
Acox1,5
Hebp1,5
Ralb,7
Acsl5,4
Timm9,4
Carkd,5
Pitpnb,5
Ak3,4
Apmap,4
Emc3,4
Cecr5,4
Coq3,4
Nit1,4
D10Jhu81e,4
Nampt,5
Lta4h,5
Dnpep,5
Palm2,5
Tsfm,4
Grhpr,5
Msra,5
Hdhd3,4
Pmpcb,4
Acaa1a,5
H2-Ke6,7
Ccbl2,2
Hn1,3
Cpt2,4
Adk,5
Mrps36,4
Gstm1,5
Nomo1,6
Tbrg4,4
Mcat,4
Tmem11,4
Slc25a10,4
Nceh1,1
Rdh11,4
Pcyox1,5
Sh3bgrl2,5
Madd,3
Tpp2,5
Cbr3,5
Lxn,3
Anxa3,5
Gmppa,5
Ptgr2,2
Atox1,5
Arl8a,3
Enoph1,5
Por,4
Rtn3,4
Cryzl1,5
Acsf2,4
Rnpep,5
Cbr4,7
Hook3,7
Dbnl,5
Nucb2,3
Ero1l,5
Guk1,4
Gcat,4
Slc30a1,4
Eml2,3
Dtd1,3
Irgq,5
Hpca,5
Hnrnpa1,2
Slc38a3,5
Sez6l2,4
Rogdi,1
Coro2b,3
Stt3a,4
Ephx2,5
Alcam,3
Esyt2,4
Nt5c,5
Arsa,3
Rhog,1
Clcn3,5
Auh,4
Gldc,5
Tnc,1
Ank1,1
Cx3cl1,5
Snx30,7
Acp6,4
Dpp10,5
D17Wsu104e,6
Acot11,5
Haghl,3
Rap1gap2,1
Cend1,3
Ly6h,5
Creld1,4
Lars2,4
Sez6,6
Slc25a42,4
Tm9sf3,4
Atp8a2,4
Suox,6
Ggt7,1
Bcat1,3
Uros,5
Mgll,5
Wdr13,3
Ctsz,5
Smyd5,5
Ppp1r1a,5
Hsd17b11,5
Fam49a,5
Eif1,2
Sec14l2,5
Aarsd1,3
Nfu1,5
Rbbp9,5
Plch2,5
Bola2,5
Me3,5
Pcp4,5
Tppp3,5
Pitpnc1,5
Plcxd3,5
Lgalsl,5
Nebl,5
Pcp4l1,5
Btbd17,5
Pcsk1n,4
Reep2,5
Abhd12,5
Fam131b,4
Rplp1,5
Cadm2,5
Rftn2,3
Gpc5,5
Mlip,5
Clybl,5
Fahd2a,4
Acot1,5
Slc27a1,5
Atp5k,5
Spock2,5
Rpl36a,5
Akr1e1,5
Abhd6,4
Golph3,5
Ak5,1
Rasgrf2,4
March5,5
Dhodh,4
Lnp,4
Mtmr9,1
Hars2,4
Mmp17,3
Kcnip2,5
Mtmr2,1
Calb2,3
Camk2n1,1
Prkag2,3
Slc17a6,3
Aldh1l2,3
Arhgap23,1
Fry,1
Ptdss1,4
Hnmt,1
Pdp1,4
Atrn,3
Slc30a9,4
Timm10b,4
Enpp6,4
Adcy9,4
Entpd2,7
Mrpl13,4
Bckdha,4
Lyrm4,4
Mrpl41,4
Mrps30,4
Ndufaf3,4
Mrpl16,4
Mrpl21,4
Mrpl39,4
Sdr39u1,4
Yars2,4
Uqcc1,4
Mmab,4
Vwa8,4
Acsf3,4
Pdpr,4
Them4,4
Thnsl1,4
Pcnp,6
Slc39a10,2
Grid1,3
Spcs2,4
Pigs,4
Slc7a5,4
Ap3s1,4
Fads2,3
Them6,3
Trhde,3
Rtn4r,5
Mkl2,7
Snx16,7
Pde8b,3
Lrrc57,3
2310022B05Rik,3
Stim2,3
Tmx2,4
Pdzd8,4
Pcyox1l,3
Wdr41,4
Tmx4,4
Brinp2,3
Tm9sf2,4
Rdh13,4
Kcnj6,3
Gng7,3
Gng10,3
Kcnj3,3
Olfm2,3
Unc5c,2
Fam163b,1
Slc2a3,1
Bnip3,4
Rgs7bp,3
L2hgdh,4
Cisd3,4
Slc9a7,7
Jam2,6
Tenm1,1
Adck1,4
Lace1,4
Mrpl45,4
Jph4,4
P2ry12,4
Myadm,4
Isca2,6
Uqcr11,4
Tecpr1,8
Trappc11,8
Glrx,5
Fabp7,5
Slc27a4,4
Pars2,3
Slc25a20,2
Usp24,3
Pnpla8,2
Ccdc127,4
Lysmd2,6
BC005764,3
Npy,6
Nrn1,4
Dcakd,4
Scrn3,1
Rab9b,4
Cplx3,4
Cnnm2,6
Nudt16,1
Mblac2,4
Fnbp1l,1
Tmem126a,4
Trnt1,5
Macrod2,1
Arsb,6
Slc12a6,4
Syt5,1
Sv2b,1
Sema4a,4
Plxnd1,4
Fam73a,4
Endod1,3
Atp2c1,4
Clptm1,4
Sgsm1,4
Vcan,1
Trappc12,8
Trappc6b,8
Mb21d2,8
BC037034,8
Tesc,1
Gde1,4
2010107G23Rik,4
Hsdl1,4
Cnr1,3
Ccdc177,1
Tenm3,4
Micu3,4
Pgs1,2
Ppp1r14c,7
Arhgef9,1
Gdpd1,5
Trpv2,1
Ttc7b,3
Efr3b,3
Fam126a,3
Lpcat4,3
Atp5s,4
Gpr37l1,5
Hist1h2bm,2
Cdc42bpa,1
Ptma,2
Tbc1d24,2
Lrrc8b,4
Sep15,2
Kbtbd11,4
Tmem65,4
Snx15,7
Lphn2,1
Cyb5r1,4
Gpr162,6
Sez6l,6
Scai,5
C1qb,6
Cck,6
Flrt2,3
Nrp2,3
E130309F12Rik,3
Dmxl1,4
Serpini1,3
Emb,4
Tusc2,3
Slitrk4,5
Slc25a46,4
Plcl1,1
Gfod1,3
Nptxr,3
Mien1,4
Tomm40l,4
Ipcef1,1
Pmch,6
C2cd2l,5
Rmdn1,7
Ndufa3,4
Rdh14,3
Romo1,4
Ano8,4
Fam195b,4
Slc25a19,4
Acss2,5
Impad1,4
Abhd3,4
Pgp,5
Capn5,5
Lrrc8a,4
Ggps1,2
Zc3h15,2
Pisd,6
Slc25a18,4
Rtn4rl2,3
Abhd16a,4
Abhd17b,4
Emc10,4
Apoo,4
Slc25a51,7
Pcdhga4,6
Sphkap,5
Cmtm4,4
Ado,5
Neto2,4
Atp8a1,4
Slc39a6,3
Slc7a11,4
Slc7a8,4
Plxnc1,1
Frrs1l,4
Lrrc8c,4
Lmbrd2,3
Adcy1,3
1700025G04Rik,3
Mtfp1,1
Manf,5
Synpr,4
Plxna4,5
Tomm6,4
Elmod1,4
Ears2,4
Clec2l,3
Slc23a2,4
Lrrc4c,1
Ntng1,1
Lrrc4b,1
3110047P20Rik,4
Ttpal,5
Pcdh19,1
Thsd7a,1
Abcb9,4
Scamp4,4
Adprh,3
Mmaa,4
Eva1a,6
Slc32a1,1
Dhrs1,4
Tspan9,4
Slc44a1,4
Svop,4
Fmn2,3
Slc2a13,4
Nat14,4
