deepSplit,detectCutHeight,minModuleSize,pamRespectsDendro,useBranchEigennodeDissim,reassignThreshold,minCoreKME,minKMEtoStay,minCoreKMESize,mergeCutHeight,Quality
2,0.995,12,True,False,1e-06,0.5,0.2,4,0.15,0.9783769
4,0.1726953310719457,259,True,True,0.1414641736170236,0.22450592373483075,0.7285782123184511,90,0.632963104392461,10.0
0,0.5723564912601802,110,True,False,0.8119477481319466,0.6125253393245584,0.3398264001290803,65,0.8110621007989844,10.0
0,0.26726474393796945,105,True,True,0.23115768446797796,0.14792705833140077,0.8652269534436668,62,0.8407240373019343,10.0
