UniqueID,b1.126,b1.127N,b1.127C,b1.128N,b1.128C,b1.129N,b1.129C,b1.130N,b1.130C,b1.131N,b1.131C,b2.126,b2.127N,b2.127C,b2.128N,b2.128C,b2.129N,b2.129C,b2.130N,b2.130C,b2.131N,b2.131C,b3.126,b3.127N,b3.127C,b3.128N,b3.128C,b3.129N,b3.129C,b3.130N,b3.130C,b3.131N,b3.131C,b4.126,b4.127N,b4.127C,b4.128N,b4.128C,b4.129N,b4.129C,b4.130N,b4.130C,b4.131N,b4.131C
Eif3b|Q8JZQ9,94173.66704,155678.6682,154603.5623,215233.0014,234092.9372,113432.4861,199182.7257,197921.9166,186116.4207,222200.4902,114978.4542,164911.2574,237608.1263,223440.834,201194.9917,256290.9673,185372.5228,238346.929,235596.1249,223301.3298,221071.6869,186451.7014,95283.58659,116107.7434,117198.3217,108377.729,118340.5502,103267.1265,125678.9062,129915.3812,117801.0493,122390.7855,106231.2372,157236.208,268908.1638,263532.8622,260830.8102,314205.5403,162490.9798,253279.9935,249674.125,257371.8019,282311.7487,170333.0856
Eif3c|Q8R1B4,129380.3148,181186.4524,198867.6896,208639.4972,213580.0934,124269.8921,199526.6725,210191.7117,198446.4445,209002.095,143163.1116,709413.0454,915978.3399,958799.6166,821617.4968,1083876.761,711938.1898,960862.5649,977753.8651,1059856.863,924656.9632,846497.3406,380049.547,492421.5013,499257.6048,474717.3646,472691.5274,414977.4942,498108.5507,494480.578,495675.9496,559093.278,390031.5881,113942.1064,161476.4309,170109.2783,181121.9579,181993.7157,125480.667,166677.2125,167409.9533,166172.1508,195326.6495,119082.6036
Eif3d|O70194,190396.4004,264082.7347,267640.7196,269616.4206,297347.5483,202555.2062,312083.5006,285037.639,316108.0282,338870.4792,214950.8073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11977.86958,13207.40463,13156.74188,8968.100723,16318.85644,9891.238716,11647.41058,15136.41075,19597.78072,14332.17721,10271.19166,127735.8948,144532.417,145942.0644,162503.5792,170560.6673,117612.4588,159087.4382,185826.1465,162233.7411,191249.4987,95560.74141
Eif3e|P60229,168553.7953,199642.325,189520.7994,205744.5923,211933.9772,160098.1362,196079.8602,220239.2256,209388.7455,226935.433,169976.049,19524.44737,30529.64309,30659.48525,38103.903,33435.37324,19786.07674,38472.35507,29669.96945,30064.55709,28362.02668,20616.22554,93347.15556,113479.1272,190484.2788,133861.4382,93669.37304,93351.23869,132944.9978,136460.8836,106273.7836,200842.4748,107040.4539,113752.6688,191488.729,170789.7363,180028.6091,216731.0092,100798.2651,163659.3572,192458.9665,188175.5544,203515.92,112293.3688
Eif3f|Q9DCH4,98837.40703,149709.1867,135702.2048,154675.2761,157604.688,109881.0492,146301.2762,155698.3133,143306.6545,135501.1523,117516.8483,83325.56481,171322.7479,146263.4534,169951.4462,163910.668,95653.78403,167264.6883,153370.7077,170767.9036,158980.0347,99228.63521,16954.94319,23893.75146,27663.97282,23331.3556,22035.02214,15537.07871,24839.10182,31323.2659,26199.12285,30170.71328,18041.62265,44758.4781,58920.14894,57136.15289,55245.96375,62809.21768,34382.55795,61342.62781,54652.08721,53522.99242,54528.30492,32027.29439
Eif3h|Q91WK2,67726.59685,100280.2802,98295.96727,111149.5108,102678.8234,68707.01912,106342.1159,107553.4649,111526.0306,110796.388,74434.81867,24166.31506,39854.95864,35316.95654,52980.74246,53794.85002,27440.9962,36428.08538,41726.54869,39497.42447,38339.07509,33848.02075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137566.6103,197317.7284,190759.3248,219869.9237,244394.5071,135673.3542,208333.3209,212581.9754,203301.5425,238840.9083,97696.04582
Eif3i|Q9QZD9,274187.9609,388067.617,420469.089,400683.7856,500757.8997,276241.3456,404179.203,413769.7489,379449.2338,371690.3806,278713.3961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167667.7765,205271.0634,243876.1486,210178.0547,235147.1406,170999.2806,201596.3754,224885.8281,226866.5099,267184.4467,191596.8896,165273.6425,243368.8118,260942.0808,246780.1893,298890.9265,192445.2345,241544.908,282827.054,251081.6333,285983.2943,139580.0968
Eif3j2|Q66JS6,66262.92859,88124.03992,75644.61453,84660.8363,99101.6864,72840.72821,86368.66821,78871.3665,71692.08025,70007.15803,75638.28703,229027.3427,229661.8979,222410.8065,228656.0164,209109.9735,218203.1013,212446.889,226872.2461,201764.3891,212430.6987,240127.8217,285749.0893,294421.328,282893.1971,292672.8191,267320.7008,303412.2192,286260.9592,310743.4871,305805.9513,423063.9569,303823.1417,443586.498,498268.6301,452517.3952,515655.6096,575549.8315,437081.448,446791.9952,478542.5881,469581.5557,511396.6877,374290.9305
Eif3l|Q8QZY1,325262.8283,459646.6392,429697.9079,438275.9158,428201.7951,326968.2583,429066.5913,453592.6673,459749.4535,495280.575,316013.4933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189322.3681,258115.7761,245774.8876,254570.8292,260507.2612,202359.2508,246561.8133,268528.017,264060.6963,282292.4108,205864.4353,233918.9991,307506.8326,310837.8755,310822.4304,308596.6809,248299.9767,301406.0611,335707.7559,319874.7089,336774.2975,216562.3589
Eif4a1|P60843,617104.8696,749681.1496,724806.551,734862.6478,792116.4621,650817.3036,690228.5557,743275.7167,846769.0396,751412.646,666806.2478,340304.6202,353922.8748,313279.8631,291256.6235,273544.118,338135.1197,276893.8804,266370.4244,287941.3794,286699.2367,341622.8952,521555.5779,652051.2366,521968.5867,526597.6777,607073.9838,521381.1607,537313.247,642975.1035,639430.8301,717925.7423,555472.1957,1727339.451,1801793.378,1909995.666,2058620.67,2063909.971,1813274.742,2014161.108,2395711.694,2152537.771,2264314.005,1518254.968
Eif4a2|P10630,4398932.142,5407242.775,4691452.299,4700653.141,4692489.906,4648869.141,4485120.294,5037025.151,4353653.984,4548004.852,4657822.89,3574866.323,4754286.119,4406377.546,4471748.768,4105737.054,3923719.35,4764365.731,4295254.343,4680485.126,4154189.443,3652347.479,5728409.986,5926974.904,5735016.963,5323400.479,5699972.543,5706983.001,5838967.043,5994356.156,6222862.011,6481871.701,5712871.245,5768610.134,6198649.959,5745111.974,6085778.655,6030337.339,5980473.878,6281889.09,6946180.806,6662225.943,7075671.771,5981448.658
Eif4b|Q8BGD9,4787078.993,5948568.226,5848172.947,5993686.851,8039327.453,4674532.901,6212917.149,5200822.959,6240505.935,5937899.532,4589949.025,2271316.453,3298670.53,3189563.504,4145480.387,2974817.585,2486175.948,3769056.524,3033363.9,2638254.16,3122075.862,2657516.353,2150137.025,2120493.272,2024765.191,1935998.858,2078171.06,2072981.847,2209780.531,2181961.917,2337712.71,2447234.968,2015291.904,1529347.67,1845176.866,2059402.7,1922506.122,2159813.036,1552378.527,1962598.38,1767238.875,1883771.257,1959395.23,1381266.691
Eif4e|P63073,523136.9876,700168.2271,673378.0957,681027.0539,776821.284,517457.1658,760560.4447,664334.9514,727623.9446,758648.6511,545985.752,581917.4883,747889.4712,761427.4383,810857.1489,835901.4321,692802.3835,1073150.35,864047.1681,726728.9916,783283.3822,636397.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454064.8241,669286.356,610820.5992,573069.1345,628115.5313,510334.4412,558152.3439,610489.1609,560342.4599,624273.0275,432041.5924
Eif4g1|Q6NZJ6,399486.5072,513726.9459,511467.906,535676.5581,562713.9989,398718.4105,608759.9345,515493.8097,615173.2801,567370.2427,429785.3026,189908.584,231388.0229,242026.0085,235464.6374,243156.08,181836.613,265907.5535,232560.5617,244119.8502,255828.7367,189250.3581,276268.739,285126.8608,270803.5086,287401.9815,279326.4877,252932.152,294486.6222,242713.6012,268053.6709,348016.3607,256492.2231,269247.9198,341942.3935,465655.1887,360655.017,430473.5713,272906.9749,371259.1367,473800.3941,374155.9389,455604.934,271658.9721
Eif4g2|Q62448,533702.7126,602185.8058,585832.8869,598639.0089,505309.5637,521687.2987,581404.6584,588878.8901,647381.2366,722707.605,504900.4389,155272.359,160714.4491,181573.5329,192020.958,175017.694,166629.9443,177267.173,163047.8903,202551.7432,198206.7997,156305.8351,414287.1258,453791.1617,414413.8363,389942.2338,350917.7988,395669.6157,418897.0113,459421.5441,423278.6365,421853.0367,444578.6041,345879.1943,497950.6831,461387.3358,520816.018,497882.444,421837.7323,470228.9182,536234.3917,548984.0247,580128.3834,395362.9011
Eif4g3|Q80XI3,40191.55095,138256.6234,49800.50375,66622.04892,82502.63876,49196.81191,99540.18155,64317.24371,110818.4528,118283.7538,46801.12209,81981.21729,106742.8262,99433.54597,94759.51677,109805.4089,83209.29863,118340.9306,117534.4719,110571.5163,103305.3775,79319.73453,190133.3718,274207.0678,277944.2676,206412.0466,199275.7132,213332.2023,254773.7148,277943.0515,274177.5971,373690.774,222114.9728,115037.0556,152680.5478,149335.9951,171183.5954,166794.1802,119288.0316,145590.142,152974.2911,162954.9645,169909.7736,123277.6313
Eif4h|Q9WUK2,3287322.041,4139257.068,3695594.963,3838723.11,4270966.828,3238742.691,3493306.398,3613569.164,3194727.635,3383732.381,3236266.387,1211438.236,1300148.331,1181402.737,1159472.969,1199636.541,1253467.696,1154499.312,1124454.747,920795.7061,1032057.9,1237582.184,1111595.649,942748.951,1176645.021,1141461.409,1002016.732,1122170.107,1168198.572,1178814.237,1169714.849,1423939.991,1123671.794,3221180.011,4322156.513,3348183.061,3367917.393,3769655.805,3452887.721,3055323.633,3515606.755,3481312.278,3293662.816,3345395.866
Eif5|P59325,295634.029,385860.7096,362461.2024,378978.0829,373320.9283,344535.9602,357214.2088,366252.1782,389870.4311,341609.3962,353933.2991,164317.9894,197197.72,196169.427,194508.3774,175745.5473,174769.3414,170812.3353,184702.6717,168648.3249,204738.325,162966.0585,307936.0524,286721.4349,327667.7322,338372.0214,341604.9662,318247.4996,360922.2489,373357.5671,335704.5732,378982.7264,343894.4771,330832.545,530315.8732,348041.025,358926.9269,395393.0147,392353.2688,375025.585,347038.3994,411356.304,410009.5446,359516.3709
Eif5a|P63242,7009245.905,7713606.975,7556334.447,8191553.578,8722836.76,6998230.499,7191284.621,7804369.29,6804879.46,6209394.703,7227088.772,7478555.295,9478336.033,7726164.53,8231507.347,6746219.888,7504808.818,7939891.935,7301170.866,6508110.354,7782217.683,7081081.777,11993198.07,11763553.09,12387317.25,12337950.26,11302673.03,12643232.09,12851898.11,13029870.04,13338428.89,13943325.43,12572337.93,7493804.559,9430852.645,7693963.543,7787299.204,9011648.954,7412324.251,7419804.958,6642863.501,7855336.445,7011981.872,8230201.348
Eipr1|Q8K0G5,752088.8022,983886.6487,869445.7256,971156.8381,1079105.597,749477.9475,826266.7252,965850.8962,805186.7222,819295.3656,767716.8706,571531.7478,650195.7418,591008.5904,676712.3031,550123.8532,540829.0076,573475.6676,576026.6976,527188.187,591599.7634,527859.33,690940.0057,617844.787,618759.8854,606327.7125,641661.3613,747432.7523,598067.3047,632228.0325,692597.5895,668273.5448,690685.1972,509995.9904,680389.3807,561918.663,609149.7332,672871.3269,518676.4937,511939.2432,588193.8633,613392.4444,616521.9072,517489.7485
Elavl4|Q61701,237143.9915,649483.8196,696188.3169,742045.1022,724570.6407,271931.1813,586356.5797,687583.7174,453343.1723,457827.584,267282.7126,67371.02335,154808.6807,169072.6307,104588.0307,152904.7288,64442.79925,130246.4488,172337.3216,177174.4829,133410.7219,68435.23624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328068.1509,882937.3211,944513.6654,951081.56,945661.3788,351840.0928,852279.5823,886155.8061,815716.7415,909811.7389,293301.3845
Elfn1|Q8C8T7,162093.2232,130735.0647,181867.6713,193322.8484,225550.0087,164584.7965,247952.752,199605.3198,187602.2805,188724.3952,163745.8708,127668.5895,126985.3565,116970.5356,129116.154,130176.9817,137876.541,116783.4727,113134.3731,139244.2965,112044.1613,130885.8394,569810.0539,746784.9687,807965.8099,769542.4639,802282.3286,535136.8342,781232.576,748644.4745,642826.4064,729353.378,597407.8704,583002.0635,643832.7464,778899.9439,934573.8598,785027.657,552060.4746,873241.5936,916166.613,919375.2045,865538.778,536227.7187
Elfn2|Q68FM6,494575.9478,650720.2149,561044.1947,580324.6454,677148.2776,517127.5972,754934.8112,720508.931,682600.5678,741692.147,507687.9939,897412.2662,1460879.324,1177462.194,1502076.129,1275443.085,1053177.949,1371939.997,1331323.974,1713174.447,1209527.644,1030094.688,820833.3032,1088231.318,907580.9941,893976.4552,981375.6659,788141.7447,858297.1659,901886.3358,895345.9826,1034558.811,828970.4573,2287058.073,2192837.036,2707143.463,3203668.307,3124630.835,2423290.225,2815166.305,3401104.251,3102275.743,4004385.762,2096726.458
Elmo1|Q8BPU7,167576.0053,210710.574,210136.6743,226911.779,206016.691,169398.5257,234845.2824,232975.7031,216957.4341,231109.5377,170598.7873,106240.0213,147401.9093,129687.3148,146387.8478,138193.292,112729.0635,145456.7335,134202.293,138818.102,139982.8046,106965.833,132874.7102,145432.523,133086.8419,138319.0326,135427.3694,130353.5298,158931.2261,137503.8826,133995.9032,143846.5628,132264.2836,128308.5663,164481.7725,138848.1724,175440.8699,176720.5723,134658.6936,146762.9396,156642.5497,178825.5668,169879.3846,117551.5177
Elmo2|Q8BHL5,1097983.853,1290629.637,1302067.263,1305328.091,1200473.7,1160012.901,1312413.891,1417622.268,1341018.567,1443087.725,1148146.694,865496.8001,1246764.464,1029724.356,1072438.304,1123350.257,846860.5081,1103601.523,1125110.028,1196170.627,1040474.021,894113.7634,978227.0884,1239247.593,1161725.293,1388075.344,1290017.658,1162632.458,1112362.978,1222555.186,1233773.468,1560210.096,1112946.586,1049734.484,1124275.882,1153920.503,1346798.213,1393745.62,1099861.369,1126352.807,1352478.183,1334208.319,1497728.439,1030379.063
Elmod1|Q3V1U8,399937.3972,385496.5076,408306.2523,412039.4897,385035.669,476318.6411,461058.0585,393994.9826,443415.2816,448108.2876,427808.5821,564529.4781,461792.7654,503708.2017,427237.5126,684128.4215,606481.1519,456238.2225,558230.7186,627174.923,600062.066,588405.2759,1565226.77,1814315.117,1454913.471,1623590.882,1548142.855,1590258.149,1554394.925,1799609.378,1785957.72,1993302.446,1716771.833,558946.4687,678960.7725,527780.1996,613433.8992,696038.2249,570972.8962,629255.2392,647658.1052,598030.269,655059.917,583588.7385
Elob|P62869,2656206.138,3376071.474,2994176.794,3261020.138,2802864.087,2702660.136,3025444.046,3050606.756,2672419.655,2569839.191,2504987.289,2901705.432,3248961.12,3205766.334,3375964.178,3132327.628,2848243.621,3420313.839,3064509.663,2662663.249,2973789.687,3186812.547,2838729.375,2574203.984,2973147.995,2807316.424,2968031.08,3151799.182,3014356.212,3013084.746,2915910.969,3134214.331,2841508.636,2999936.871,3759639.816,3592691.025,3305284.612,3454499.167,3197613.047,3186590.787,3410254.764,3440885.095,3768762.286,3071746.117
Eloc|P83940,2520674.529,3310702.995,3051810.402,3025727.004,3694486.054,2736412.968,3231430.255,2909116.487,3040033.382,2970242.429,2818861.755,1801712.669,2329257.378,2131616.902,2482104.327,2247763.204,1899946.313,2675269.743,2197552.437,1926442.229,2158141.381,1983194.506,412963.9801,411194.4599,332367.3662,325938.8913,471578.3164,413596.6196,403396.0937,441946.6573,358895.2377,314281.7279,383193.5748,4188411.545,5926884.391,5101095.605,4938522.56,6542114.178,4421227.447,4656188.406,4898044.243,4942750.095,5422216.764,4119272.728
Elp1|Q7TT37,257736.1312,222489.8011,274371.2509,269962.1162,244968.2183,273459.7991,270708.1955,274006.6243,268720.1539,270152.8274,255468.2227,167203.3468,160468.7,165264.335,171528.9813,152484.4329,171248.6444,163167.4068,154972.0644,159537.678,158622.52,154206.9344,166912.3656,181130.3751,201674.3279,184676.4229,183112.2279,183526.0138,186457.898,186011.8928,168355.8061,187514.1482,176957.7273,262880.2373,344309.2573,342388.1511,259393.662,308582.4717,250439.4692,298650.322,344882.7733,303793.0873,329188.3988,229107.1448
Elp3|Q9CZX0,53787.57463,52424.30728,60044.19696,65774.10625,75225.88128,61926.32954,80810.56054,64648.80803,80643.28769,73974.11958,58776.14368,30090.59604,35124.79536,33640.94339,45942.20563,40062.7464,32421.53939,45453.24497,38623.64011,29877.84192,35122.7482,32759.26493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164781.3246,167388.6206,206994.8671,180277.3818,211238.9303,185044.4818,201623.9082,207068.292,204328.908,184827.114,140981.4696
Emb|P21995,2236768.101,2775563.258,2524649.555,2434174.426,2677656.747,2455166.864,2173221.322,2715671.331,1716926.525,1815233.638,2332022.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192796.355,2861808.362,3163775.258,2560413.852,2464925.699,2402400.007,2623574.576,2579834.019,2713973.912,1984543.778,2396620.854,187892.7526,159407.0177,248035.7811,266661.5003,210780.4509,185857.4314,243379.7822,224032.7211,200313.0339,213775.1002,188030.6643
Emc1|Q8C7X2,103257.5839,90498.69217,103763.6544,117754.6224,82152.58522,113681.1751,94741.16099,121863.7516,82484.33041,103640.2843,112791.5567,55494.65481,47513.67248,49157.80838,34979.49829,52587.45261,58242.79404,49715.54767,48181.5706,56746.34724,57426.33676,57125.45024,495809.925,514708.0708,505390.6788,544814.4608,449002.1253,503027.5214,518503.6807,566098.5016,523769.2538,484233.3414,494807.7767,432767.3635,453273.4455,456690.594,543532.5448,441957.195,418842.6183,480591.2289,436297.0231,463644.5697,439536.9152,383023.6194
Emc10|Q3TAS6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39527.5046,99754.18366,112223.4821,101348.1017,141941.5034,44007.18536,122896.9798,127443.2529,137615.4282,120855.7811,65877.25543,93720.25152,80527.14802,100760.7187,85120.55542,109078.2954,89582.11951,61005.07135,113894.4769,86884.08369,106248.7566,95551.22143,70522.522,128167.1064,92772.11514,123471.6055,120864.7138,56072.79493,103194.8115,92415.45099,116356.2023,126797.2875,86391.32241
Emc2|Q9CRD2,379736.9006,400632.9552,403439.5173,446024.0956,432131.2944,378026.6757,487229.0929,418784.3137,433943.7386,409894.4361,390633.2584,296722.1524,366275.4711,354804.522,328442.1572,337266.7031,302876.1349,357644.0565,376271.2121,394410.9128,363928.547,276393.3631,291669.0488,288336.0049,280105.4184,341114.3899,308866.6058,290665.5683,289227.7392,307495.6729,296835.0935,333455.3989,273993.5893,312590.489,317699.0209,322427.4713,336510.3466,310885.2417,308318.6613,331333.6032,330135.1481,351514.8345,340771.953,297113.2821
Emc3|Q99KI3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723848.4435,774052.3755,800411.1803,871722.2292,790357.3287,813010.6909,743522.1599,885242.426,797069.4311,1024298.82,803677.952,142956.3443,136027.8914,155591.6965,165267.3965,114220.3058,150734.8877,160998.3631,169750.5961,165394.772,133431.3227,141067.0088
Emc8|O70378,734406.6728,808319.4805,887494.8722,949903.8292,1068932.163,710252.1761,1112061.341,902496.0462,907765.702,851683.6662,792216.9782,1367705.379,1719539.874,1705864.695,1569883.182,1728847.776,1440326.004,1755147.469,1623700.757,1722165.298,1683765.424,1448543.288,898192.8667,933959.4848,932700.4704,1088594.846,918673.7942,960978.4019,949933.5672,1000195.756,881762.1278,1036580.52,948609.6999,1414999.97,2032736.111,1690069.821,2099188.704,1984829.448,1531519.843,1824547.931,1611173.242,1857027.207,1780908.708,1488750.74
Emd|O08579,190650.4753,242690.4819,237097.5805,251842.3865,280141.5923,215514.6439,284366.3438,289655.528,336140.5858,280665.2962,197856.4069,504749.4695,635743.9202,593214.4992,611983.6722,605275.2541,535452.1344,649083.8497,618440.3631,702280.1424,658695.0333,495595.9112,310217.6245,396789.1798,366188.394,392155.0727,357212.4438,287253.2623,369920.2129,356068.9196,348884.9401,428975.675,328388.9745,747338.4342,759014.4872,846755.0947,821993.6843,824236.4353,767832.6418,842394.751,899756.9597,871964.7632,965153.1906,723321.445
Eml1|Q05BC3,241121.3439,292120.1862,250214.7258,244581.3535,272618.097,263850.0516,251631.8862,237133.5452,290795.6762,288752.7723,249609.3128,92431.68197,111266.8186,105200.0883,112607.8562,123444.5354,86956.8322,116712.2478,108328.9853,111775.6865,113451.7926,90281.12032,165085.575,134236.032,150475.4085,131046.7003,138941.2077,157435.8063,145461.8116,170943.1294,166610.9509,161578.4282,163387.8021,247347.446,274045.6827,214978.1848,232127.3061,200878.0234,262130.6903,270853.6197,256531.1786,287527.8244,249755.6286,253094.5217
Eml2|Q7TNG5,266972.7781,264062.3429,323296.8979,286408.7189,413017.0256,345798.3937,431914.7976,286347.0454,350852.627,348934.9983,284627.9809,83818.36723,88962.10231,102577.4088,108563.189,101011.0336,81691.61306,109971.8622,89072.11784,98726.28968,103225.5503,90879.76714,82542.26443,69137.90848,89790.10568,86785.23281,75864.27322,70032.71511,69913.56604,70200.62975,82396.39353,81465.2099,77427.07609,40978.79637,40895.32936,43916.34935,51192.23461,45875.39984,36607.06074,46514.34947,44992.91261,39017.69789,39725.47466,37391.76577
Enah|Q03173,1110632.506,1231057.542,1182625.175,1146495.989,1281201.873,1150391.866,1289253.682,1238165.507,1176661.355,1243135.144,1083232.744,1388764.45,1368649.662,1340407.699,1390067.359,1531902.573,1466395.792,1498010.425,1434810.876,1522181.227,1387309.792,1479438.852,758760.1904,900892.109,931237.0689,804999.2125,969258.2516,752054.2727,812477.3141,946263.3032,796156.6783,801648.7265,779480.5362,760182.4292,771611.448,974282.1908,967479.8201,881198.1787,786313.7888,942285.3898,885536.8417,832378.1036,873326.5473,760983.766
Endod1|Q8C522,728440.3383,672088.1449,767967.7468,806890.0548,972849.9734,653611.2845,950637.2933,638685.8318,1074483.244,953607.986,681271.0443,434978.2805,380219.9798,571169.9791,657705.8436,568301.3922,437678.7488,509386.4665,592149.5113,658228.7253,677727.4492,434378.3506,475859.278,446356.5544,714876.1093,529017.9565,562450.159,543779.6477,573961.2591,531808.7497,544888.4699,387252.501,470296.7353,398882.7133,354374.7867,487156.256,435388.7394,355752.4963,360712.0984,455863.6034,374896.2052,326953.0466,356198.1438,333013.1624
Endog|O08600,298513.4001,212615.257,277428.6928,283234.1532,262349.5773,334752.0834,349284.1084,243189.0778,281045.7561,243247.3478,325608.8626,486662.4803,500341.3517,486278.7015,594612.6548,560683.6978,518916.384,420603.2052,500047.6595,537466.4192,504531.5139,508484.2203,564307.513,462864.2849,493115.6102,555366.9883,454397.9771,481253.2493,400027.5178,482655.0166,340695.3789,403514.7929,512362.9412,35776.57231,27480.8748,34651.36674,32906.21293,23689.17948,41454.8956,34702.20501,33224.11218,35803.17016,27416.47166,40071.90557
Eno1|P17182,163302223.2,179748905.5,168380124.8,179260010.7,203601066.3,155196767,171051355,176107918.1,167902246.6,161912786,158967018.4,127840785.3,136670695.8,127954118.3,146185700.9,107829694.8,125313744.7,138532389,121046252.6,89594033.92,119815273.3,125019733.6,160817841.4,117183771.1,130526036.5,129346551.5,121849629.5,159029824,147355777.7,142229090.6,147371368.2,143088821.8,158931111.4,113146725.4,159176921.8,123488776.6,108580459.6,155549890.5,112868268.2,107965133.2,114792076.1,108900988.5,118104544.5,111894211.7
Eno2|P17183,61389527.54,66339945.06,66832950.62,64538447.87,73069540.91,59523825.26,58477034.28,59299395.89,54095286.66,54108260.78,60346093.99,39828965.05,44980174.73,46531485.97,54382720.63,41374499.48,40518675.48,52078436.53,41935089.11,34139010.52,46728288.5,40637590.01,40212432.45,36312331.35,41358334.33,37950908.64,37013982.88,42065618.54,39082074.45,40629621.61,41724161.23,45677192.6,41270953.69,45093895.7,55051050.79,48924550.75,40419119.13,53228618.17,46358507.2,40826999.06,44467701.81,41521594.83,42217620.16,45915425.38
Enoph1|Q8BGB7,795648.7987,1110472.433,1173215.522,1167484.295,910669.3467,869256.6804,925096.8947,1408440.467,1179071.563,1293822.788,816100.6232,1055439.079,1615685.432,1598015.173,1564588.017,1470478.668,1040641.115,1574824.413,1475397.21,1239566.471,1464430.331,1099691.976,325123.6591,371109.954,450739.9729,418540.0183,371241.5857,320660.1923,320143.5176,411967.9851,447193.5914,467755.1354,329816.4946,709319.1404,1467379.866,1197004.582,1100975.105,1241325.463,677837.203,1178474.289,1208822.054,1149466.588,1172867.321,663234.524
Enpp5|Q9EQG7,14775.11978,8965.916636,11257.10919,11078.87268,10523.07505,12748.62,9102.978607,10649.93252,8660.962907,10182.28512,12714.04789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76532.48402,71818.1255,71676.17046,87315.96562,70233.36701,84376.17371,83938.13883,84318.56784,71216.39018,62323.43579,94670.69087,204272.9118,141829.1983,146884.1613,159847.229,124186.3925,203040.9002,140018.4726,139044.1852,127659.7971,137062.7896,195202.3121
Enpp6|Q8BGN3,287615.2191,209126.8692,296564.4581,269805.9595,443204.9198,269344.0078,425594.4183,368856.5789,260930.4049,275583.5575,259857.3001,270345.6891,317655.9263,437499.5389,348318.8081,455283.1173,313756.0042,340010.0444,422277.9415,415180.1882,427720.0065,303356.1417,136336.5257,181173.2016,216574.9253,183267.3919,164319.0543,173042.7535,169151.6439,149727.1495,173146.477,203859.8848,142350.2867,64550.11087,79589.32253,83222.8782,68242.27906,83642.69282,70867.35289,84055.04354,73387.97993,89851.63104,92581.01923,57182.25177
Ensa|P60840,1874006.648,2496128.062,2240464.301,2365213.656,3132912.131,1706670.018,2520425.159,2124198.812,2373264.124,2256847.609,1706139.32,4408215.49,6197684.245,5859614.765,6495935.978,5092370.222,4497554.199,6158934.853,5611209.192,4638122.558,6118634.032,4396016.953,2388793.287,2162503.074,2094696.53,2111448.997,2065844.923,2247164.928,1965919.131,2116699.123,2481888.678,2728452.64,2277600.87,3152437.902,4799017.331,3203653.06,3518950.086,4566378.175,3053094.99,3285264.749,3036644.932,3693677.855,3348998.277,3464308.021
Entpd2|O55026,686667.4511,492787.892,592790.783,576682.3033,653226.2667,754145.9265,634920.8577,643635.9003,618362.4468,654852.4909,738097.5466,1000497.051,736571.6841,878795.4044,699133.7092,830229.8859,999758.2761,655860.5109,794475.4354,945641.1955,845328.7737,959698.6402,1462733.06,1624208.472,1762791.256,1727212.698,1737597.017,1637557.126,1544579.335,1601974.759,1479225.297,1223788.482,1513647.718,1248959.708,893959.8887,1807546.564,1229352.426,1338028.207,1156807.018,1457155.879,1614405.806,1252845.65,1318289.513,1051656.85
Epb41|P48193,127652.0703,147447.3937,188432.5921,162704.8063,198350.2507,131923.5613,194942.5271,184199.7926,206307.3027,193502.3535,143308.8727,85587.66853,117209.779,113532.0534,134944.9538,134852.1867,92184.64581,137810.1725,130493.3001,124447.7714,117615.1765,100546.0389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104999.5564,129951.0465,116659.3031,152506.6842,173031.8377,117032.7087,113173.8735,136470.1526,140665.291,150543.9983,86964.85543
Epb41l1|Q9Z2H5,14023287.58,16166818.02,18133460.71,16466656.2,21151714.89,13995339.79,21585748.9,18089567.15,15817223.68,16193439.84,14385538.7,10944735.92,14056017.73,12389248.11,14827809.53,14502655.87,11520581.2,14547464.01,12706618.38,13895576.39,13130739.11,11246961.28,15887604.33,16884215.3,19678526.6,18535353.08,18465075.13,17043459.79,17976836.57,18208498.28,17528040.02,20297940.12,16182029.93,13328305.69,17619731.56,17649195.77,18191768.61,20305804.86,14525057.23,16825863.4,17696382.39,18683438.05,21482163.44,14503978.43
