UniqueID,b1.126,b1.127N,b1.127C,b1.128N,b1.128C,b1.129N,b1.129C,b1.130N,b1.130C,b1.131N,b1.131C,b2.126,b2.127N,b2.127C,b2.128N,b2.128C,b2.129N,b2.129C,b2.130N,b2.130C,b2.131N,b2.131C,b3.126,b3.127N,b3.127C,b3.128N,b3.128C,b3.129N,b3.129C,b3.130N,b3.130C,b3.131N,b3.131C,b4.126,b4.127N,b4.127C,b4.128N,b4.128C,b4.129N,b4.129C,b4.130N,b4.130C,b4.131N,b4.131C
43526|Q922Q1,7733518.837,5233890.493,6310594.042,6306698.066,5409341.038,7510750.145,7122207.062,6248219.343,7813192.913,8157447.283,7670986.849,16505727.4,15283813.88,15899344.92,17887226.72,16708359.5,16212167.15,16938623.67,19146973.04,20449902.59,15962244.04,17019905.96,9444895.845,9069278.169,8299158.445,8805724.719,8344950.563,10052104.68,7875664.863,7990219.014,7903008.164,9377873.486,9999484.649,18822458.69,14314607.67,13589206.26,15885430.31,14865674.58,18773395.64,19023017.12,15990437.42,17839916.76,14961530.64,18594607.3
43529|Q3KNM2,407025.3766,333079.7389,352975.2282,385633.1777,430035.5556,407874.9237,491997.1611,395238.5572,535646.7587,526872.7532,395807.4021,351863.9935,404257.3188,402476.0294,390691.1904,449107.3306,402030.9332,436596.635,476499.4798,526669.521,457849.5747,373363.4224,394075.2182,458589.3151,437386.2477,530540.8467,423573.1673,434387.7805,368322.0323,392151.4575,398400.9756,458142.8533,405033.0943,627186.155,509958.9909,663894.5367,688506.1104,667754.3806,661443.8726,712985.9753,855993.5973,689134.7394,730753.5829,475345.5733
43710|P42208,3053718.702,3576540.262,3329363.021,3491090.308,4194310.79,3239417.038,3577757.717,3653169.647,3551919.722,3701526.481,3186142.789,4418303.594,4796752.178,4680325.153,3983263.407,4608738.278,4743107.928,4177234.094,4490269.783,4975405.463,4421042.378,4761238.103,11184374.1,12115449.05,12548934.55,11141610.58,12236274.39,11319270.28,11547920.04,11835660.67,12003281.18,11778019.22,11205045.41,5841436.245,6364065.935,5946024.834,6694760.931,6528235.372,5971123.2,6195173.683,5727717.863,6434270.702,6745129.857,5834626.727
43711|Q9Z1S5,24269833.87,25593569.97,25660503.4,24841612.3,24434977.47,24013291.11,26795672.19,22980985.19,24605003.11,22944340.97,23478598.89,29012184.75,31591829.2,31293151.97,31391677.11,33719961.04,28603808.59,35844429.12,29914197.15,31479595.7,29018713.02,28696718.73,30802951.64,33227944.09,33916743.61,33689561.85,36118902.86,31242809.49,32573931.96,33705591.86,32011628.23,35758358.86,29723822.49,25375792.36,25235071.97,30562715.72,27218097.93,25833395.91,25546002.14,27187639.38,27927261.74,29095443.5,30219561.61,25385585.6
43712|P28661,2726606.746,3102567.016,2947545.33,2919503.396,4602209.227,2743217.763,3693302.705,2970561.315,2711629.684,2918027.377,2800095.608,1106273.569,1195283.875,1381115.221,1578910.34,1365294.086,1150652.798,1380267.874,1301227.754,1292846.521,1312520.108,1183507.734,936019.1312,996468.0416,1247668.367,1055340.666,1007739.174,1050485.872,1013073.68,1012947.355,911431.5759,1096356.178,977769.3765,2289497.392,2930565.592,3327166.955,2660644.459,3244822.342,2242020.639,3003202.796,2624520.824,2923677.751,2982600.044,2289135.177
43713|Q9Z2Q6,81373291.96,101373336.1,95264726.92,93578364.98,100922113,81139697.96,96269001.17,90312079.05,88367800.73,84653733.33,78498442.57,85191105.83,91319442.86,92877771.4,85170050.01,90259671.48,83543490.88,93095875.03,91211931.86,92067065.92,88466672.77,82324029.18,56776066.19,60505251.99,59754627.23,52677287.96,55803001.97,55764555.75,58523556.23,57114012.84,63152241.73,66265745.99,55822241.23,46626319.89,48831105.31,52990135.86,55447698.22,52346928.65,44868423.75,50763562.6,48647044.12,52527482.09,54857618.78,47674563.29
43714|Q9R1T4,11601487.51,14112650.3,12732146.04,12882722.36,15480644.14,11560333.85,13556876.38,11105831.16,11488055.52,10437056.74,11466622.17,23388744.65,26246706.95,27713050.62,29400140.4,25065290.46,23183417.36,28229604.44,25462909.52,25822759.54,26288593.61,22411128.99,11959365.86,11777022.12,13244501.4,11581667.54,10564661.48,11151735.6,11997923.34,11631768.52,12674628.95,13096767.01,11627530.31,19278988.37,19845629.82,22735643.95,21947785.06,22867401.25,19364215.14,19705011.35,20073270.07,20382475.69,20682703.72,19061809.66
43715|O55131,77952037.69,86048854.84,80792765.75,76532122.94,75745399.49,71807709.79,81753029.75,73552803.34,85563988.05,86708554.06,72626169.43,58365504.33,60211720.78,60977322.8,57754535.63,59853689.8,56864754.53,60499115.8,60454260.6,63558724.89,59638632.57,56995433.04,70838662.09,78559031.9,76109044.78,74303959.7,71415114.35,72786168.89,74425631.23,73355333.54,78762064.75,78876925.33,68030118.89,74211342.08,61525558.89,76646076.74,79886504.96,61708709.43,71666124.87,73976366.76,72985191.5,74951953.87,76043406.83,71172121.76
43716|Q8CHH9,7010164.852,8928671.145,8393613.295,7808133.846,9166632.774,7058186.752,9444298.39,8180406.851,9647789.454,9702498.589,7122401.58,10023276.55,12067317.94,11856142.27,11594562.08,12711884.81,10203971.37,11887589.4,12310299.47,13419772.1,11672109.36,10576081.2,7577369.542,7268990.609,7508477.998,7055719.344,7554196.114,6608336.921,7145828.874,7035871.119,7446721.01,8031140.708,7414434.201,11087564.43,11524008.46,11486834.54,13506587.26,12580756.49,10953215.81,12748750.98,12580453.01,13524852.97,14089076.03,11306854.09
43717|Q80UG5,10126131.79,12435829.82,10944159.24,10196585.73,10630911.51,10075513.7,10536465.61,10755135.69,11481608.12,12153837.52,10175155.59,9209576.379,10836763.85,10597151.74,10089689.57,11272108.48,9348386.071,10857046.85,11029080.92,11223370.75,10706377.77,9568380.666,12113826.1,13197912.58,12365428.56,11420301.88,13337367.1,12173065.23,11076999.54,12311924.73,13241075.33,13882573.12,11985211.9,7681922.16,7766430.336,8350014.729,7942609.999,8438991.109,7732202.528,8930575.801,8223885.472,9042163.694,9404797.239,7504396.354
43718|Q8C650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209113.5215,172706.6756,150178.7198,172018.5225,117361.8844,195061.9961,153893.1863,206110.7134,182055.9748,176510.7799,207230.0208
43719|Q8C1B7,32178350.11,39341100.8,37285520.21,35736562.01,39214627.66,33593312.24,36810720.06,36168813.87,33969554.5,32866951.71,34528584.06,29299724.52,30254968.75,29854252.79,28245469.1,29841243.44,28716724.58,31207570.16,28860629.89,30396199.09,28272623.34,27900636.83,36940264.26,38475572.51,35776740.11,35382055.35,38364836.25,37029279.39,38879677.1,37027742.25,40497579.62,40653828.36,37349326.77,19662565.34,22072247.21,21101625.55,22269689.47,23369021.33,18819423.55,19682863.74,19966501.05,22671478.83,23902119.56,20903120.49
Aak1|Q3UHJ0,10245038.8,13295177.76,12251534.3,13255646.18,13259545.76,10357051.53,13708788.06,12715137.32,13888276.61,14584996.23,10783591.93,10892394.19,13967654.28,12942905.78,13168797.28,13311273.43,11210713.42,15144205.03,13497656.2,13071552.37,12659434.94,11351224.21,14745838.21,16254804.26,14971794.5,13836344.01,15762446.06,15417989.11,15989579.64,16092290.96,16960242.4,17393255.67,14799346.03,15055132.95,18405098.27,16851999.58,18884788.37,19172595.68,15041935.04,17047830.65,18475051.64,19147830.93,21804525.49,14789635.73
Aamdc|Q8R0P4,97986.45393,127785.9387,111177.0883,141811.5567,144261.8568,105005.7799,108624.5677,116785.1617,129106.2693,118486.1526,103483.5446,68843.90455,103786.525,104223.8705,126819.3524,101198.0501,73130.82433,110383.6822,106080.8321,77519.36881,107492.0807,75513.92848,196551.6538,191212.2859,223111.9544,283109.8168,223740.7935,202846.102,187252.5746,231433.0823,213072.4356,182853.5206,216028.1699,93104.80898,139032.3299,118677.8122,116499.4729,119274.2943,92898.51521,114053.295,105588.0799,104151.9728,117388.2874,82162.46195
Aars|Q8BGQ7,4476465.3,4601390.609,4257760.489,4438769.09,4164070.279,4615595.358,4057599.835,4567439.191,4566701.512,4518720.732,4702013.792,2314577.31,2586885.132,2329745.499,2438003.623,2389586.351,2381761.927,2830248.084,2347574.459,2026663.725,2439784.965,2435637.292,3255266.159,3024713.688,2947643.318,2968036.028,2990926.302,3333707.119,3040176.975,3062576.731,3125558.705,3342580.923,3376076.275,2326414.016,2635523.182,2511868.073,2250850.537,2351395.197,2459046.425,2310632.833,2351983.804,2407875.311,2294876.015,2456180.621
Aarsd1|Q3THG9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61619.42599,70785.12741,75440.13772,107405.5706,75345.43259,63475.81915,101542.5463,73889.24106,70534.54252,78007.24134,61736.57811,140874.9094,142269.6639,169490.4468,160915.7624,143082.4088,164499.7937,150201.2286,141722.765,148581.151,168088.2736,149833.2918,225429.7834,295631.1042,290487.0586,242294.0471,264973.7535,222137.6966,261020.7124,250190.6447,264110.4457,251059.2335,215051.3699
Aatk|Q80YE4,52534.01651,56348.31395,63207.12063,71895.96443,74790.63221,58015.90477,73536.56972,58968.36878,72148.41477,77464.87911,56476.71546,38994.1497,45551.98568,51769.82616,59799.21323,63520.17629,47042.19233,58607.48813,58444.49168,62287.30317,53545.49958,46822.28699,41007.79312,47993.66787,37848.16241,34533.02396,40943.01178,38023.74304,47158.20932,36268.14239,45790.91666,44662.56851,33731.20412,71141.46009,72086.77874,77873.27531,74740.58394,80970.27657,67253.5676,87044.9612,91564.94563,98932.23593,97338.52944,66069.26175
Abat|P61922,30386113.86,15737539.03,22129771.04,24974659.12,21239195.43,32008484.68,27546924.16,19237661.84,26063097.78,25522278.37,32489290.53,37008559.85,30611054.55,36002985.44,45344851.55,38248498.68,36861822.07,33192296.55,38934192.54,32804984.51,39960164.06,36900452.67,34325360.09,30698500,29054756.03,30450659.35,27235967.65,36670297.76,30470599.18,33371721.4,27077484.07,25964542.03,36953167.57,34613690.3,35938426.18,34549854.85,25226924.31,26198811.47,33343708.89,34910945.02,26696800.3,26632474.97,18106025.62,35739509.02
Abca2|P41234,7060.655079,8050.934745,7587.589636,8049.947314,10302.24511,7342.011909,7863.310218,7559.022775,6919.450224,8630.836787,6391.140112,9755.875557,8594.200474,7059.269826,7501.728078,9457.09395,10997.8623,6696.416051,6682.858261,9364.779902,6560.180536,12401.37675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82644.17296,79776.3054,94788.81363,98003.92574,105953.3646,89583.17995,91204.63412,118693.5664,95663.01803,118506.3372,49729.4029
Abcb10|Q9JI39,209292.8116,165867.4455,174328.1394,166486.4364,193407.6867,224358.8095,218798.4148,184347.4236,203937.3801,189744.5336,228982.3955,99016.80252,109198.9615,114939.6032,114426.8311,113641.2853,97629.43716,120736.9694,116783.6564,120101.7944,124551.2712,103369.3789,1195300.169,1198250.329,965693.5682,1070881.1,1079708.238,1001740.718,1103987.832,1038290.723,1042906.787,963381.6284,1152689.184,28661.23809,22158.10713,23459.50976,23745.54374,20603.48128,27096.35244,31505.22005,24662.95308,21094.57273,22991.15058,28472.54916
Abcb7|Q61102,2446863.049,1658366.476,2009148.159,1864002.929,1529744.782,2436455.057,2025658.91,1810465.797,2048504.798,2259714.46,2373386.181,2121244.213,1763982.568,1964829.384,2413316.923,2395875.493,2152092.826,1902830.965,2308844.575,2386266.826,2184993.577,2227426.975,4680867.42,4937006.909,5052979.118,4917940.965,4782400.594,4807607.964,4403272.723,4817267.522,4582400.42,4097255.008,4761259.809,3907196.817,2638630.051,3057687.341,2938016.568,2689352.367,3795078.099,3720675.734,3355652.285,3135090.562,2643986.29,3634324.226
Abcb8|Q9CXJ4,1473256.272,1108476.528,1003696.972,1045430.708,1004198.397,1447220.736,1133331.656,941938.9157,1446750.702,1513716.491,1447580.313,1256459.824,1035878.119,1043537.153,1335570.391,1257680.374,1356235.011,1044102.747,1293595.989,1377406.683,1253745.7,1322612.381,1718011.741,1371460.113,1852423.771,1769982.627,1574305.141,1623040.151,1491494.884,1504489.594,1551805.133,1216174.515,1675670.27,1299483.024,812569.6604,960018.8726,970722.3695,899272.1442,1292222.478,1102884.12,1014485.171,985275.0413,846054.7171,1141193.142
Abcb9|Q9JJ59,31809.08462,37180.30162,38016.74122,44060.16292,42852.53664,31662.78102,40119.53136,37173.4989,51187.30277,39903.99244,35665.14972,42250.12191,52144.56949,52579.78598,50801.50425,53191.67553,40210.98767,57019.35288,49903.42131,64245.33081,59044.75583,38282.92346,130562.3989,133474.9159,141459.1852,143428.1926,142166.6697,131312.2089,133233.7399,145275.7882,144251.1394,170044.3639,146691.3558,36959.78574,34458.00292,42684.63518,46023.38738,52043.77095,35321.62885,42025.34746,55436.37028,46179.13202,49431.64525,38516.92279
Abcd3|P55096,888618.425,1184332.264,1155338.132,1266778.432,1276195.407,840831.7901,1310662.117,1331624.796,1534801.623,1622444.876,855420.1179,1523195.724,1295183.956,1308583.591,1166162.756,1321375.036,1429083.193,1221621.029,1264553.463,1464614.406,1285787.519,1486992.582,1286124.038,1506368.343,1402006.266,1471104.588,1396070.64,1295874.955,1370258.044,1376810.98,1456319.899,1237503.756,1246347.993,1221416.577,1209404.824,1579554.861,1635241.829,1325230.785,1230541.698,1724442.385,1705454.827,1670229.64,1682848.359,1154324.311
Abce1|P61222,358963.5306,381998.3397,361809.0534,382895.7926,361247.8491,334485.7321,376312.3856,364951.2754,392520.2381,413633.6611,359285.8228,143918.4412,180686.9059,147091.3183,204964.1761,134668.3965,140696.7451,158836.9424,136659.0913,146997.9545,160310.669,128822.4193,262284.6899,253034.4629,252489.4145,231072.5828,248750.392,265475.3133,256704.1274,265524.4752,265877.6752,304331.3108,232646.1679,590479.2767,649369.3943,705477.2905,593146.2957,648203.6297,592061.9511,588186.9924,648054.5896,634398.6234,722967.2324,523198.8746
Abcf2|Q99LE6,128423.6779,152012.8641,144161.6894,163268.3207,168096.1215,142893.7778,173885.6437,154939.6973,173111.5523,177754.2339,142742.5609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236028.8438,256317.1914,263244.1739,282977.1605,280175.6208,265961.7681,240260.2736,286766.4181,306014.8015,300340.4831,274103.8024,161836.7974,219989.4502,200642.7438,225531.0507,214029.6428,147254.9518,174798.986,185411.8265,195416.4238,220308.2946,182415.6798
Abcg2|Q7TMS5,402671.2083,490391.1505,408998.7998,449145.1217,476472.4098,393098.4251,433440.3762,430867.4051,472727.3325,471632.8676,409818.528,401422.986,399693.2988,428090.9174,450224.0919,418467.1775,385387.935,376467.1289,454518.4642,455304.3068,453090.4634,397507.4133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29763.8537,30818.97236,27653.32585,32430.88351,39681.42644,33759.64482,25517.65898,32753.24927,32827.31995,34278.56316,25625.41186
Abhd10|Q6PE15,332913.0704,216497.4955,255444.2878,260846.7579,294616.4882,332972.0013,217972.4477,187655.3515,168125.9164,197271.4325,318998.7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989956.2302,775689.7775,898588.1586,920118.8655,892524.894,1053568.253,873894.4642,858411.2425,736031.3261,471083.1827,980682.2064,43662.42871,43884.97932,42238.33093,33708.97044,44771.00622,49553.73061,31009.16987,35143.89557,23183.30217,26477.41189,34452.67822
Abhd11|Q8K4F5,451535.4815,298377.9651,348550.1541,362715.5292,303452.6099,417132.4207,331723.9915,287095.8254,291686.6085,322971.6892,476295.4764,87607.31649,58507.90977,68891.41972,54296.81835,56915.52555,85134.00827,51128.87661,61988.88272,57507.12693,57185.61659,79953.08036,253889.1381,253488.388,265919.4113,257861.548,216338.8842,224289.8422,246639.0906,278922.3113,272239.3511,287443.169,266103.2542,261337.4171,229594.3695,206568.211,182911.1512,159425.2284,291516.6033,188160.4294,177794.8455,206058.2553,165262.6658,284685.2241
Abhd12|Q99LR1,1228204.223,1241766.042,1305881.901,1404350.983,1217534.102,1334981.178,1408317.712,1434375.711,1492666.768,1524610.195,1260785.991,1854621.002,1980827.977,2201836.941,2135082.603,2356970.998,1834197.722,1928593.842,2595891.579,2616435.389,2482551.976,1866243.393,1484304.491,1607625.194,1923093.116,2117334.021,1717555.165,1679665.073,1761684.015,1828514.562,1635389.294,1486497.634,1648634.273,1646784.783,1751530.476,1802033.919,2100344.265,1701580.846,1645368.626,1886284.366,1913530.085,1803043.183,1946355.401,1559962.255
Abhd16a|Q9Z1Q2,1606462.329,1451199.041,1516252.235,1558048.27,1443746.29,1640139.084,1623112.051,1451324.242,1793379.643,1694729.813,1675992.311,1582566.485,1425700.608,1455168.507,1158074.196,1487161.602,1673099.543,1270821.478,1516134.438,1612143.332,1569557.776,1601165.633,3360970.4,3374543.461,3155469.132,3254923.928,3341981.981,3098042.05,3091053.697,3417905.662,3426697.858,3040307.724,3274439.889,1417857.167,910253.0083,1184426.134,1165604.545,965327.933,1358889.691,1167509.468,1261017.455,1108087.21,1080279.227,1510112.68
Abhd17b|Q7M759,116990.6557,121553.7567,134066.9115,121274.1643,139252.4331,130126.5167,138300.6299,132541.7808,130402.1335,121544.9314,131844.1481,101605.7843,110579.0761,120429.5039,119106.2742,131610.1183,102295.8894,124442.0897,112007.8543,126664.7402,126103.4611,111039.8797,176038.7433,216793.2689,224211.1396,239086.3151,220135.2195,205101.5754,217971.0332,207446.0398,177519.8912,204859.0608,201023.9255,627826.5384,692900.0526,792832.8168,740367.992,794856.9581,685491.0905,786007.1391,900101.9903,834483.6802,830317.8148,652570.4959
Abhd17c|Q8VCV1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44014.05342,51163.57834,57985.60612,64084.19635,67894.74534,46404.14352,68370.17356,56115.17187,56972.99691,53819.83101,54158.50438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001.60803,12201.52348,10075.88045,14362.76665,14482.90885,11310.30572,13035.8496,12441.6222,16634.36851,14877.55691,9946.513433
Abhd3|Q91ZH7,104737.8273,89359.89662,115817.2979,116415.9491,170363.0428,109108.3747,168120.1763,133272.7507,251804.2837,204484.6953,109080.9299,7722.520391,9637.191248,10542.15037,8233.763311,8527.561757,7024.586401,9835.580799,8992.702633,11855.81444,8895.765277,9387.155432,238135.0943,249150.7685,244335.815,275765.7063,269632.3879,246507.6631,228187.3298,261387.9675,249136.8492,225645.5618,211220.0268,147877.9348,137280.982,116837.331,161785.8069,167325.7724,136550.3485,187920.0535,182500.3943,186263.3751,148192.3964,143475.9719
Abhd6|Q8R2Y0,798718.5107,680696.2901,839919.298,875976.7756,799737.0929,764937.2449,922048.2276,1024204.615,957730.7244,1050480.561,819941.0395,1910377.698,2019983.996,1797700.261,1569932.62,1952823.513,1982913.045,1873501.579,2068967.418,2186835.334,1786106.626,1935557.713,1678142.296,2128021.706,1823731.559,2137859.615,1868600.593,1957069.582,2129487.778,1983012.677,1607503.336,2117371.948,1772035.58,1181186.026,1157077.381,1227486.412,1440274.268,1569557.948,1275703.328,1269801.955,1590505.481,1508308.274,1632368.293,1068864.274
Abi1|Q8CBW3,5841144.258,7225187.307,6465309.744,6220303.786,5037633.09,6058457.21,5863904.194,6666663.804,4708840.773,5744868.503,5939720.777,3689060.057,4304398.336,3895124.334,3651453.956,4097728.335,3591828.375,4361574.229,3851209.136,3773534.229,3705267.498,3825498.929,3301680.673,3469654.95,3145484.788,3150946.614,3421281.362,3314797.649,3240130.319,3158103.893,3368693.092,3425784.889,3297324.844,7523872.8,7511227.507,7643403.86,8873498.553,6971958.476,7672601.669,8106835.828,8094200.186,8289590.915,8607960.297,7150049.839
Abi2|P62484,1395982.577,1937074.91,1797763.636,1873769.785,1912421,1400365.136,1854086.95,1879177.268,1747462.399,1850093.925,1463112.735,1492286.763,1875634.935,1708036.058,1859812.366,1874240.566,1561568.91,1988290.485,1797840.088,1852222.116,1743995.685,1531087.161,988905.6425,1069345.253,963199.5162,1005822.926,1029249.331,1036836.027,981786.0018,1061459.473,1078749.382,1280960.802,1024366.569,2556560.995,3223285.116,2977998.931,3371512.942,3426366.772,2671006.731,3076462.325,3301839.47,3331710.959,3744969.711,2694626.892
Abl2|Q4JIM5,260270.1899,324890.0887,316972.4957,294862.7153,331177.6286,265384.01,318201.1272,285765.6491,342878.5168,347203.0263,277197.6203,235923.8753,228137.89,220954.914,118802.4456,187674.8326,245101.4274,170740.6174,185683.9169,213115.4409,218354.8135,253420.4928,797493.6855,764974.8584,727454.6655,736908.9762,831817.6026,814742.7362,768452.5913,800421.4986,811898.7144,853197.9901,775902.9796,158998.0916,204554.663,201169.3407,191135.9401,216163.4561,179085.1405,190887.527,182552.5744,197487.2855,204540.1223,155194.907
Ablim1|Q8K4G5,1955478.256,2404601.074,2159833.482,2323226.136,2566502.243,2095194.935,2195883.845,2488866.866,2532373.129,2776272.955,1946981.46,1214966.029,1526521.425,1464599.191,1584951.291,1587014.434,1259796.301,1511645.882,1622928.601,1650349.626,1494091.208,1242606.789,1365322.471,1879076.43,1609970.352,1444563.901,1769616.452,1354800.357,1638785.734,1581300.319,1776414.001,1993474.359,1447630.73,2075510.834,2168959.251,2251116.916,2895589.292,2513737.994,2183280.003,2538648.491,2872788.702,3000670.994,3437604.382,2037726.95
Ablim2|Q8BL65,855760.3384,1102254.147,1133017.751,1097419.325,1160521.505,915345.4945,1103623.868,1303747.501,1074252.212,1109768.632,904846.8924,704620.7441,975880.7724,1040767.55,1097406.285,1221965.171,731933.8968,1086447.919,1152913.967,1171846.397,1194559.641,753607.2809,998848.4728,1563126.2,1490518.333,1143497.308,1381666.36,1053186.667,1595549.353,1474220.512,1594230.356,1454901.818,990762.0447,1441631.734,1728688.407,1454440.256,2074255.456,2006195.846,1500235.944,1692311.592,1881636.05,2207736.186,2264719.768,1446834.476
Ablim3|Q69ZX8,55505.68407,66245.0704,71049.64583,71820.15851,134234.6141,60422.26786,119768.8621,72883.30322,97086.33088,96965.55939,60188.65693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228206.1746,304427.6533,345771.7939,284581.4332,311571.1366,262569.3349,291158.8739,314276.6869,286790.6942,326531.1849,252439.0532,141575.2839,179188.006,208520.593,176457.8041,275144.6312,135729.1138,194358.9375,191321.2103,224432.8209,243094.2003,120702.0128
Abr|Q5SSL4,3023161.923,3112498.837,2904640.978,3310943.697,3043389.076,2946985.317,2856990.857,3119628.468,3391410.348,3323604.514,2928080.305,2246613.32,2426278.999,2266972.997,2414231.316,2439384.693,2310703.588,2525576.483,2269758.966,2083094.716,2338032.918,2363272.2,5388021.453,5853998.634,5826382.658,5154725.482,5749898.522,5483392.081,5702809.647,6187725.269,6053869.972,6287486.949,5562435.172,3169109.577,2693379.368,2894814.144,3015243.26,2707270.046,3180974.696,2748153.736,2828500.469,2761955.585,2643707.191,3076237.233
Abraxas2|Q3TCJ1,114218.7888,133159.9178,137887.8708,140216.6319,142157.5442,120191.697,133460.5968,129210.1993,166824.5214,166604.1984,109996.0206,429650.6057,531683.626,487283.3318,535747.866,512581.172,446191.372,552648.283,498000.3786,433626.3893,479786.5723,477560.3863,67472.06544,58839.70967,77865.34765,69432.21519,55893.9605,53483.65358,66419.85209,75708.35143,73769.73794,70440.69347,62151.83145,34968.11106,48173.12821,47990.04478,51948.4633,46269.82856,35780.84445,45225.82312,49671.71788,45089.56355,56452.35471,37102.2464
Acaa1a|Q921H8,1609873.691,1922121.408,2002184.294,2090078.546,1986730.276,1658491.186,2218207.167,1848290.52,1966042.43,1888530.081,1654798.355,1246109.012,1303256.147,1395804.201,1333339.731,1416728.549,1304525.575,1411457.913,1367663.828,1561773.537,1509437.025,1275086.784,2478839.872,2942585.258,2665200.997,3298895.593,3273990.198,2701294.05,2604696.596,2919833.362,2749744.248,2813226.387,2610228.72,2414035.708,2731707.414,2961672.028,3160781.919,2631818.478,2427734.281,3176610.089,2712741.023,3218203.656,3165145.345,2549549.198
Acaa2|Q8BWT1,1780762.852,1060813.168,1176900.354,1339267.93,1528103.456,1974822.907,1853720.638,1106807,1459714.523,1436408.752,1951835.045,1806004.38,1249210.345,1392354.433,1458535.742,1448160.62,1804602.347,1271105.85,1642988.496,1342541.862,1444372.037,1821147.334,1915601.112,1443700.181,1434926.413,1673013.221,1303310.239,2013098.972,1467754.646,1394854.997,1116648.601,1385819.068,2002001.163,3114623.713,2575229.925,2010742.147,1925996.882,1953040.569,3360631.618,2570778.4,1858822.629,2341502.249,1726294.218,3108648.679
Acaca|Q5SWU9,977064.4373,961347.4935,873835.7537,978770.3163,863524.7654,1019126.304,939754.9907,1031555.284,1104785.26,1107405.49,1034603.735,472954.6902,548734.3059,532744.117,599590.3846,559710.4885,501262.2432,562014.9205,540081.0757,532722.6953,567823.7414,517537.6539,1428957.69,1393511.203,1483537.489,1514739.023,1487068.541,1478674.841,1489897.201,1401771.428,1436263.054,1587375.283,1460896.498,1281457.902,1407296.798,1543296.124,1471691.804,1578165.068,1367950.307,1542396.352,1565608.7,1534803.756,1704329.308,1185796.756
Acad8|Q9D7B6,1076212.975,529771.61,537331.6387,663393.0698,638942.8491,1217439.466,674631.3252,627331.3165,742804.3241,751146.8717,1193683.469,977531.6995,428581.336,415085.5332,355992.2456,363978.4184,1069033.699,406617.6312,465601.8192,459735.353,481574.9984,1058765.452,1107702.95,977124.4848,906310.4311,1002900.488,1028404.84,1192201.559,835705.9311,1007629.057,832255.9179,1021435.404,1282924.841,338090.3887,234871.4933,154735.0641,173828.7276,175489.2128,364201.7138,201066.1251,159720.853,170757.5331,119249.3665,320584.6127
Acad9|Q8JZN5,2879356.781,2201592.774,2065046.507,2395244.859,2308814.486,2949257.33,2515683.843,2343426.077,2350541.943,2573984.835,3036551.514,3023070.847,2582386.055,2607547.448,2702700.891,2847335.184,3152676.126,2650759.369,3049088.393,2813651.569,2550801.091,3278849.467,3878691.545,3827581.231,3274909.999,4263848.61,3979352.954,3928224.042,3608783.922,3732460.17,3402550.536,2893068.281,3944035.818,2986061.575,2788945.791,2428336.596,2481724.757,2276497.907,2901099.963,2824895.541,2382570.493,2332979.6,2085110.534,2823404.268
Acadl|P51174,1139156.519,564639.8003,472261.56,926848.3958,1306619.632,1269226.054,1232108.076,825298.3749,1228132.264,1317615.202,1191277.567,1770673.998,1208216.864,1287638.642,1373344.674,1124983.103,1832819.768,1054557.89,1482079.326,1087965.53,1217780.266,1723444.574,557887.4658,468482.8367,434408.7447,589179.2465,449235.5374,591921.0832,424437.3082,306475.3127,328575.9038,400722.7136,531968.645,563783.447,468017.3325,327468.6798,242475.407,312675.7674,585126.1955,384342.1288,273531.0755,319991.496,245193.639,568569.6042
Acadm|P45952,1704336.09,961200.6952,1058608.967,1219759.857,1276395.696,1806357.825,1584797.362,1010828.347,1237369.499,1375289.91,1768496.073,1254002.356,985670.639,987917.1602,1000131.529,919731.4669,1299826.516,843597.7488,1124785.412,937437.5973,1032606.934,1338537.445,3306382.802,2816014.452,2836871.605,2960476.78,2494732.917,3563191.439,2729751.786,2935581.427,2449775.579,2493622.165,3580057.163,1863475.108,1653908.193,1329360.917,1109778.602,1279473.83,1964276.547,1508992.306,1133588.919,1419012.001,1038497.267,1864701.706
Acads|Q07417,26814.04141,20214.12994,23033.66985,26303.67981,36319.98173,24587.25591,31532.96658,23193.43123,32036.47928,31019.28675,22707.47603,37837.08318,22964.46408,21639.76427,15051.68678,17852.37993,37898.36682,13014.04876,26480.19377,18715.81734,24916.2604,47734.23656,126606.2666,117701.2863,113473.3303,125052.5755,95723.92661,126783.4139,92541.62876,117216.8702,93047.79221,67313.24549,138277.1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
