UniqueID,b1.126,b1.127N,b1.127C,b1.128N,b1.128C,b1.129N,b1.129C,b1.130N,b1.130C,b1.131N,b1.131C,b2.126,b2.127N,b2.127C,b2.128N,b2.128C,b2.129N,b2.129C,b2.130N,b2.130C,b2.131N,b2.131C,b3.126,b3.127N,b3.127C,b3.128N,b3.128C,b3.129N,b3.129C,b3.130N,b3.130C,b3.131N,b3.131C,b4.126,b4.127N,b4.127C,b4.128N,b4.128C,b4.129N,b4.129C,b4.130N,b4.130C,b4.131N,b4.131C
Plec|Q9QXS1,62055797.54,49949512.51,57356678.42,63313581.17,45943266.88,63591561.93,76829580.74,58918758.7,58760345.21,66164128.8,63112042.58,51794539.07,42090636.28,52781053.31,51463844.15,51205814.88,43637435.75,53419677.61,54155300.9,52687484.09,52412952.6,52538618.76,47341790.77,65381994.02,54579781.73,52562226.8,49079780.89,48598568.44,47723089.62,56459908.19,50787539.92,53094457.71,48768319.95,48517418.25,60976154.33,58107631.49,55371988.28,68005117.86,50274141.31,55985590,59982760.53,50880274.76,60662278.01,49742451.32
Dync1h1|Q9JHU4,102435160.4,99851784.97,103394503.4,101794436.7,108424259.6,99340415.06,100369608.9,104767388.1,114588287.9,110008070,102887672.8,93717453.65,103827133.5,97349460.66,106685743,98281409.57,83159976.66,101036525.6,104325531.8,103331369.5,102789412.7,94987446.44,98705713.3,105778260.4,107310675.8,109443655.2,108884956,100039518.9,108490255.5,107635061.4,104324101.8,108006978,98421824.01,76198128.63,79087944.06,85720077.44,87140609.18,83143002.61,75502116.05,78132241.89,80006984.84,75842773.53,80662194.1,76091406.01
Sptan1|P16546,185015747.3,182388472,191166304,210238032.1,162398081.2,175444792.7,249003604.3,210980802,194719685.3,203063397.6,173422836,203338281.8,195107573.9,240102486.9,218431225.8,232524557.7,159749647.1,218662094.7,239030993.6,225560533.3,223344035.8,211461823,225511494.9,307780189.4,276269942.8,259296150.7,248347258.5,232481386,260750601,290518016.6,264737554.1,293329396.1,224884749.8,211076623.8,178110698.1,162318312.3,166951194.3,207236573.3,209762748.1,188996264.8,205300381.5,177121954.1,203722260.9,208140075.4
Sptbn1|Q62261,175007101.4,160869863,168861071.7,191683220.4,153523809.4,176714483.9,210561524,185194172.1,188960133.5,200915897.1,167924904.7,174839216,174521622.4,207613401,189719423.6,205586485.6,144990424.2,196987666.6,215363722.8,202049763.9,200813602.9,179095968.7,181778103.9,243754501.9,224872465.5,215898004.9,213170231.6,180992378.2,207735174.3,239242739.4,206074951,232209409.5,181057191.2,197875627.8,195970172.3,194444495.9,186879739.7,223191441.3,203390172.1,203209437.9,217843886,181829217,215242157.6,199772316.4
Bsn|O88737,81457005.9,81759831.08,79161378.4,89989461.7,74500367.55,80000895.74,91290058.05,82679272.78,89193517.83,88847668.2,80191582.97,63129041.76,69063828.95,89261180.29,74695353.41,91135980.22,119756385.3,105290680,78169688.29,81687429.61,79107129.87,64896928.64,63254109.3,69510299.29,66102042.64,63228333.49,65017540.7,65120061.42,60347865.91,69186815.74,63392769.24,70580030.15,65774187.61,67702379.17,85484713.38,93806659.73,85475596.42,92373136.85,70784033.68,81003130.01,88964191.54,73929117.68,96576172.76,69932240.44
Pclo|Q9QYX7,43398165.66,39151723.17,35334132.83,37829176.89,38884300.1,41686590.3,46986411.12,40670156.29,44806186.6,43532147.42,44394121.49,42236576.26,46213152.39,61520227.99,50353920.35,60707628.83,60501424.26,64298017.22,56992885.54,53540668.6,55631466.96,43597630.97,34482906.83,38555595.86,36219499.78,35754977.76,38552323.19,36318644.08,36447384.07,39531250.87,37334693.13,39273396.31,35024529.7,39401133.08,45762052.55,54744848.39,48552203.6,52464526.34,43491881.12,46528722.6,50329121.76,43861816.78,54723313.66,42090077.43
Ank2|Q8C8R3,82196179.05,82468663.74,81319925.97,93314830.69,82300407.35,88415318.61,89633453.28,90218216.24,103413644.2,105213721.6,85623249.2,117769224.6,130384082.6,146872108.7,136711758.7,140342806.3,98551495.08,138365775.7,150576321.4,145291394.9,142628843.2,120679274.8,100004232,127111534.6,128735418.7,121519814.7,123671062.3,102779910.6,112851038.7,139102912.2,115629300.4,130748683.3,103956538.6,90066113.38,106753100,122499165.4,102614119.4,115992656.9,92966406.01,107847323.5,117225265.1,88901833.12,120784497.9,93530620.81
Macf1|Q9QXZ0,10851801.98,10526589.38,11240391.45,11914513.96,10600615.38,11237098.12,12495610.24,12033236.4,12044799.51,13568569.58,11343068.31,10183937.81,10209788.7,11715663.33,11096111.88,11811335.07,10192055.02,11518257.52,12066655.9,11589583.09,12076866.42,10394439.1,9668876.181,12223296.54,11371284.64,11324713.73,11097817.68,10123148.86,10425037.89,11804529.13,10667265.38,11543702.94,9971399.062,10295964.07,11667639.24,12621164.11,12005770.36,13423845.28,10221996.06,11443353.06,11488302.43,10487208.37,12026817.03,10395357.79
Cltc|Q68FD5,241869484.6,232978407.2,222837714.3,233674952.4,246357467.8,251224532.3,242158906.7,243180526.7,263323714.5,259436989.5,245589740.1,280102171.8,298456525.5,278844739.3,298481837.5,287944510.7,215328134.3,277823949.3,288434111.6,277204058,297155179.3,274727534.4,294974985.5,303457527.8,308261919.4,307787896.1,295091405.6,287661257.1,306518707.9,296134008.1,295384137.7,309685452.1,294893984.7,266500425.5,271106769.8,280095529.8,279388679.8,251264449.4,259917192.9,259862346.8,269895654.6,240538087.5,269678618.7,266341439.6
Dmxl2|Q8BPN8,36637110.93,38842137.22,35603207.09,37440748.82,39060257.18,39428858.3,37152504.82,39487695.98,42628539.78,42827624.29,37001297.7,36215995.22,40818935.15,36177689.95,38474132.45,40066658.98,29761867.76,38043755.23,38213740.78,37073022.78,40058716.58,37700306.03,42335419.6,43776198.69,42827209.86,47490257.54,42238177.51,43964206.28,46249531.05,40822137.22,43651229.28,42540565.63,43464079.28,24758895.36,29253887.28,32306421.37,31162287.4,28203912.83,24361115.35,28929868.22,28641789.04,27051197.23,28266267.11,25173639.09
Map2|P20357,70125834.37,80332465.13,70172425.56,76496879.75,87558793.42,67503177.33,92494457.51,88227794.13,93023035.61,92483046.77,65541433.14,47141946.17,59982817.96,61589031.57,55605692.11,59855510.86,37959082.28,55387415.89,57563715.8,56000022.51,54784997.47,47812575.66,45983327.3,54544901.68,52671123.36,56178344.09,54334081.49,46619640.39,51798899.94,56418140.14,47639285.24,57303952.89,45689629.53,36176818.91,39228012.91,57754636.44,44329870.58,48131126.6,36750513.34,35280535.62,44322396.13,38259988.27,42435318.83,36526939.75
Myo5a|Q99104,51922522.71,47896041.82,47359219.73,51287281.74,48759117.52,52860333.78,51214813.26,51883956.59,55272099.63,53984994.04,52807007.2,45633089.52,49152800.97,53287665.33,53156353.38,51866021.21,38980867.97,53707124,53366849.52,52964883.04,51271678.28,46936773.16,55031865.64,63993457,63732169.27,60389332.45,63991236.51,56023022.72,63167139.95,67480283.85,62262462.65,65851776.28,55580326.36,42656618.48,48246694.51,50491463.09,49863017.19,50770828.05,42669242.34,48666391.93,50850595.95,43370091.29,52064376.69,43862546.05
Map1a|Q9QYR6,41008572.51,39323667.73,41585305.27,38526267.51,44944895.37,37882665.81,48036724.93,42716853.86,43843925.51,43871297.61,40400757.08,34650155.27,35550711.12,38071667.69,39599881.82,37225634.44,29394541.91,36473368.81,36603690.5,36499945.26,35808890.22,35076188.59,35724840.16,41740341.16,41619676.83,36059925.23,41261297.83,38735690.47,38381530.05,44055544.98,37656810.74,42270560.47,37640080.02,42097279.29,52313542.19,53437685.42,54792233.45,54520823.61,44353338.55,47670640.56,51139420.05,44912926.98,50563533.06,42720472.93
Myh10|Q61879,32899820.08,32333381.97,31345755.57,30974132.37,32514543.42,34312788.86,32203986.46,31886134.23,33987139.87,35477700.68,33659547.93,29888907.12,34675605.41,33485124.47,35166336.06,33646689.67,25139492.94,32368846.31,34108750.99,33147507.42,35171423.92,31206257.08,29187609.57,33537079.7,34473912.82,32893350.29,33598868.21,30658663.68,32081796.01,34022145.73,31740782.51,34014551.71,29605154.17,33695389.12,34350107.85,38775566.65,38429568.15,36444893.15,33347976.49,37853776.89,37261229.51,34970160.38,37918780.63,34111257.6
Lrp1|Q91ZX7,10071819.34,11636043.95,11199047.56,11418717.18,13961457.33,10813673.05,10441469.86,11551803.12,12450215.94,13065823.14,10511883.95,6040798.624,7599918.279,8777382.4,8041319.287,8195623.892,6388872.761,7765128.221,8487161.977,8721226.866,8240770.408,6253105.009,6051108.456,8601790.555,8021149.875,7557546.747,8380610.564,6227202.117,7945239.46,9116438.314,7587443.997,8737084.934,6241841.969,7072953.526,8413908.479,10315726,9503371.589,9453907.609,6895520.787,8680336.531,9330025.735,7528968.003,10710419.22,7199328.192
Map1b|P14873,27686730.24,28358328.19,29259478.65,28911362.57,29467159.4,25663758.46,29974443.81,28144154.19,32681680.73,33783334.61,28081764.33,37609168.61,41784721.08,38496862.43,41652413.85,37528476.58,30648408.09,39840815.65,40191770.06,42879626.96,38028116.62,38571778.08,41282302.44,45761572.27,47201935.2,46056570.64,45906733.46,42744013.21,43293147.49,47315229.92,41952448.28,47008656.88,41562037.05,34097252.71,41920601.77,50406630.52,40732876.43,43571415.44,34949092.42,38395851.32,41001328.58,37730578.6,41418171.76,35854997.92
Srcin1|Q9QWI6,49477801.21,47513260.09,44147555.54,50195474.73,44334459.12,49778749.07,47500898.96,45844408.88,50763389.85,50191491.04,50073973.12,37739861.78,42362333.33,49284334.2,40712008.79,46407248.72,36986611.32,46632782.39,46649189.75,43810096.22,45732225.3,38402899.33,42568063.15,49768613.3,45988447.16,48032635.02,45581352.36,42798582.93,45437529.26,50698452.2,45568909.14,50257160.4,43096716.53,38962078.35,42477211.47,51325548.7,43468382.83,45227840.14,39454831.16,42110933.28,45215249.02,38622611.73,48961773.78,40415672.16
Ryr2|E9Q401,3556574.456,3390520.676,3489546.573,3809890.131,3667633.354,3812984.696,3928677.957,3659990.292,3810416.365,3933775.834,3681049.047,5345888.809,6235080.697,7171312.169,6940005.877,7328237.635,4728423.851,6769276.026,7464179.732,7330518.615,7171156.406,5438454.667,6915702.228,9667305.233,9539593.395,8553941.384,8642062.297,7105758.906,8982824.52,9453664.373,8701415.903,9050075.146,7212486.059,4448940.087,5754924.662,6098260.151,6338150.263,6124409.891,4390102.813,5648405.94,5959595.977,4590833.37,6518519.724,4471432.971
Tln2|Q71LX4,15566026.99,15212349.02,14714237.88,14534811.81,15596891.92,15874964.01,15205265.82,15252832.33,16401813.42,16219260.95,15758797.12,9047842.677,9774167.586,10059047.62,9744261.021,9613835.904,7411240.327,9080085.763,10156193.18,9537598.121,10379574.12,9336631.787,10695702.67,11105236.3,11123297.22,11348855.91,10944335.34,11009088.43,11091678.19,10905311.78,10844101.34,11361287.59,10751062.8,9267012.751,10333720.61,10674862.04,10596898.03,10146907.63,9894235.301,10275330.62,10572842.68,9611528.759,10217083.79,9827217.933
Map6|Q7TSJ2,48274851.6,45189170.84,43876302.28,45125369.38,49403429.73,42375687.75,48328835.51,48442385.63,50261600.85,47246466.9,46583361.09,62000461.57,70966027.7,63513868.33,71452296.74,66335369.53,51407632.37,65922159.64,67685991.63,68600508.87,69288691.56,63604856.01,52268574.86,54626868.38,59195109.88,55757975.92,55823906.42,54476120.77,56197760.92,56664585.92,56695304.44,58129624.35,53889888.56,52217183.73,56040681.52,56988452.51,56029541.22,53837050.73,55362438.5,56428855.88,58274154.61,52086455.15,57020674.48,54431519.94
Fasn|P19096,19491407.79,19809221.38,20088901.05,18234252.41,21199616.65,19860831.58,19891124.78,21021472.96,21273394.27,21807735.59,19705999.03,18082908.69,23275595.64,20662743.99,22912901.59,20935271.86,20073618.06,20385460.39,19956229.87,19570017.45,21806568.28,18144232.14,17420520.74,17504634.13,18623005.33,19482132.73,19737748.23,17523720.3,19192307.51,17803976.29,18975855.74,19075186.32,17364360.1,15516237.43,18692994.93,19790850.99,20103130.37,19009530.45,15517870.05,19774291.25,18199499.2,18768045.89,18197139.11,15859838.58
Nsf|P46460,180266387.3,186824510.8,180056930.2,200248877.9,202218757.3,177331422.6,190981439,190189532.6,210222572.3,203441024.4,174811971.8,202556566.9,239413701.7,246398103.8,238986286.4,235956556.7,155149230.4,231983792.5,241272360.2,242229229.8,230044089.4,194475926.1,177637755.9,214294287.3,205209860.5,212213223.2,217184320.7,174808400.3,217150071.7,210940915.4,195439979.9,203182981.9,172603763.9,191662879.1,184984931.5,199839760.3,202284393.6,204839949,190195029,188864200.5,190124360.2,167250328.6,189819691.6,186046273
Gprin1|Q3UNH4,28298404.68,30741130.79,29004818.06,33146961.26,30704600.66,25517774.98,30937349.31,30997238.03,32079817.25,36486246.45,27428536.26,35636174.2,41217913.73,56147726.65,42570049.64,50679374.38,31049772.79,46064305.27,57162615.44,48401299.04,48516329.39,36688604.65,27794022.67,37155106.59,37014436.96,39447905.63,35909577.86,27846488.88,34209839.12,42239550.39,36568488.91,40528397.05,27334010.52,18540637.85,25875598.29,33777310.37,25522819.68,31361756.31,20257331.1,23287582.44,24745161.82,21708590.38,26335027.5,19980044.66
Pi4ka|E9Q3L2,9280521.912,9535455.207,10040437.87,10098490.07,11306673.35,9175545.211,10301595.93,10085701.08,11452036.26,10919381.25,9470777.97,7633376.769,8826703.763,9770728.477,9987804.992,10066274.04,6624750.483,9133457.518,10005041.73,9188394.618,9496829.136,8090232.415,9540284.779,12073481.02,10325240.32,11333719.69,12179280.46,10766145.12,12113156.65,12888462.92,11539528.72,12854557.62,10774351.98,12384507.56,13666492.23,13389324.52,14086436.25,13925172.92,12037374.13,12784640.34,13828528.18,12286004.64,14734013.6,12445767.67
Dst|Q91ZU6,3481935.967,3332638.894,3511982.922,3576653.574,3485539.812,3866838.055,3815161.138,3779822.124,3807993.416,3958956.093,3679546.8,1860512.426,1853068.325,2275198.094,2130612.069,2470781.748,2177029.926,2133225.186,2214884.561,2095998.149,2293546.727,2103406.714,2200746.928,2871064.035,2807251.729,2517730.321,2665706.432,2362673.868,2549885.63,2736510.481,2571246.268,2617483.224,2358690.233,2748651.769,3182423.792,3304451.239,3404973.16,3437010.382,2662790.027,3134271.439,3110031.514,2870129.287,3457596.948,2734518.93
Itpr1|P11881,8277056.43,7142236.021,7299111.919,6996981.025,7882612.593,8706826.856,7102964.768,7070727.476,7693644.675,7596181.981,8500390.874,8341034.841,8436640.804,9043482.528,9101542.753,8434424.288,7040602.955,8318394.308,8413243.132,8486652.091,8787633.264,8575747.227,10130818.49,11141824.76,11379036.6,8756337.922,11922529.14,10678496.24,10515555.87,11623416.43,9600163.422,11120621.43,10543490.51,9273498.88,10685535.15,9905514.553,11315810.86,10693288.24,9309708.522,10660532.12,10260145.16,8719297.345,12196753.45,9499563.417
Immt|Q8CAQ8,100422950.5,104064424.2,112608509.2,110550439.1,95216992.44,95045939.15,108802259,97873555.86,73785784.07,81554550.54,95458373.96,82770468.54,58183225.85,68009096.53,56003530.28,68567741.28,157828711.9,74619475.79,58922638.4,64280267.25,60771153.12,84010701.47,99778550.47,67760949.97,73221098.42,70890798.76,74454219.02,101259153.9,67509304.94,70559153.14,83976753.16,74920417.79,102865574.5,76518335.97,52255989.55,45646377.91,45096271.18,55688185.6,79781133.51,60299458.36,57625943.79,86306151.34,57808959.91,77086906.39
Opa1|P58281,57866220.78,62264686.45,62532300.26,60667329.61,54808610.85,57097572.37,58019069.81,54515097.54,44743423.34,50891685.23,59027248.37,34498078.58,27721577.28,29558229.19,26220205.42,30571848.4,51003479.1,32361218.32,26351370.47,29314569.08,27675156.09,35657771.49,29820673.44,21988030.42,23373777.12,22518311.93,24432988.73,29775617.21,21768955.59,23131296.2,26485388.19,24058320.68,29923203.94,40393874.17,31122209.15,29722363.66,31480184.56,35348149.44,38592990.98,32384282.47,30202883.37,43587527.03,31494681.03,39321662.07
Shank1|D3YZU1,11775561.62,10988429.51,11497933.75,12231428.58,10101713.08,13511447.07,12861528.22,11712148.05,12690373.65,13947639.49,12298876.17,11039923.42,11176158.19,13861927.1,12411537.85,13177342.21,11271161.71,14943922.14,13005745.98,12796431.74,12115982.28,11105416.42,9931722.422,12724572.46,11531368.39,10919027.67,11578813.82,10264058.89,10928278.74,13538716.73,11376253.49,12499428.32,10373162.32,9612823.474,10665596.83,10829793.2,10553837.51,10611646.98,9559911.341,10047027.54,10721910.19,9623189.71,11717005.41,9662008.57
Hk1|P17710,251372778.1,265206223.2,253325993.6,263028319.4,250907106.3,246219142.6,224780064.4,215401087.9,204089947.6,197491691.7,244062789.2,288587080,230523462.9,251962845.1,212611001.3,239672209.6,341714766.2,279357603.4,216297431.4,235062287.5,219034449.6,279608795.6,385444313.1,290738707.3,288236452.1,303093082.4,309460770.6,377943060.6,288673342.4,294894716.9,322785609.6,280719125.3,384868432.2,235868697.1,187781835.8,179966353.1,195685467.6,216802761.7,235270263.3,198424722.9,192215166.8,227481872.7,193791841.7,235953756.2
Syngap1|F6SEU4,49994667.26,52143574.3,28688911.14,57057998.25,28348022.35,50207645.31,57844645.24,27976663.79,56554275.73,36278791.59,50357745.66,46289461.06,55053326.74,74225451.37,54252955.02,69176601.22,58326940.94,78716378.82,60532049.19,61166968.68,57636551.56,46955338.78,44871220.78,53902552.42,43675124.96,50279350.62,46974449.56,46378349.27,50535501.15,50909693.71,50537208.45,49885061.14,44867789.65,35816284.61,31943729.98,31633769.93,30268572.08,31444956.09,35626768.47,31315238.87,32056556.1,31850930.24,32033211.7,36292481.75
Hspd1|P63038,161647713.5,172653992.8,195984691.5,168545209.1,149531225.1,154251096.8,162315669.5,153604495.6,126689672.4,140271791.1,160171121.8,168034244.2,116737043.5,102941130.8,106670033.5,111503258.3,217841899.1,118760212.3,124537969.8,124164364.5,119854180.7,171547174.1,120780833.8,83526658.62,103013196.6,99515282.99,92413748.48,115778450.7,95952950.27,85291165.85,100677678.4,71795055.03,118288257.6,118510486.5,97437735.15,97706336.54,102750018,111449925.7,115330795.4,114133997.3,97626527.21,134556446.7,83085887.05,114724869.4
Myo18a|Q9JMH9,8208513.005,7706961.841,7397746.14,7521724.873,8251211.079,8701430.109,8010986.827,8289048.029,9050716.635,8221549.41,8436788.847,7371059.992,8068822.439,8627311.595,8412185.444,8426224.259,6980417.517,8189140.504,8260921.161,8151347.716,8616171.134,7561428.73,6791927.154,7370594.379,7708415.142,6901890.898,7360942.9,7001918.688,7038948.033,7924250.282,7216662.796,7860406.175,6838095.666,6423351.229,7609344.596,8870838.548,8502597.739,7795617.631,6511355.859,7896439.38,8104703.168,6874258.865,8685178.242,6434928.272
Shank3|Q4ACU6,11125969.65,11656199.6,11756044.48,11517559.66,10127841.52,12129435.61,13289641.24,12494187.88,12493536.77,13208285.03,11355150.72,7025634.036,8354168.414,9189625.93,8644288.883,8760490.427,7177958.494,9885421.103,8913833.974,8464207.402,8931998.378,7123591.749,10218933.52,13513555.12,12553444.21,11542450.83,14635239.17,10642949.38,10122677.26,14558130.51,11451209.01,14287847.71,10614753.91,8416296.589,9224136.103,1104766.353,9582961.245,1153992.916,8384365.924,9389985.797,847326.4942,9433617.619,794885.9864,8603877.668
Synj1|Q8CHC4,25447261.54,26456399.52,25375773.81,24592964.91,27425813.14,25135982.85,24742932.61,26218804.93,26971095.73,27278859.02,25378913.73,36209140.64,42939817,37613673.07,41401736.63,41245402.32,31056581.99,37862426.58,41312148.26,39387163.29,43062773.07,37178052.32,27378166.42,28795431.27,29362654.27,31341560.92,28736997.64,27709187.89,31422018.65,27712334.92,29574420.49,27498793.55,28247498.77,31246722.74,35661520,38150690.96,38066243.06,33260266.1,30389851.16,33601167.48,33291615.73,31451399.99,32883520.62,32244011.78
Sptb|P15508,3929597.533,4652889.363,4690586.919,4576732.767,4148100.454,3862958.479,4897093.712,4525759.195,4591019.693,5289031.063,4133388.944,3083417.856,3222044.126,4140797.605,3587291.72,4327940.438,2680642.578,3628603.211,4446024.998,4110044.187,4688114.502,3423432.51,4866506.376,6454738.372,6199356.539,5576619.097,5764653.057,5217278.055,6109808.093,5935228.602,6271309.519,5676176.247,5053627.006,2506026.396,3054007.725,2966398.615,3250057.327,3613533.645,2598549.121,2612855.216,2891408.78,2510076.011,2956215.178,2630566.79
Vcp|Q01853,37037286.82,38552936.77,37989248.25,37565459.12,42962394.8,38585795.42,34981900.05,38694518.3,44014238.72,43067353.47,38737931.8,29082333.52,34685602.22,32076647.22,34835037.59,31457193.55,22492229.38,30275593.8,33616065.88,32391391.8,33847190.97,29495908.25,32104514.29,36203274.92,38413597.85,37676184.77,38469307.34,34453690.1,37538089.39,35900684.22,36522543.82,36522188.72,33618201.6,38942482.99,44795361.94,53495543.16,49753730.85,47234880.3,38341619.63,44868850.08,45938372.34,40355638.41,45280466.76,38060978.1
Dctn1|O08788,8675780.143,10064479.1,9174088.613,8845900.282,10193781.54,8671354.923,8875359.492,9671882.977,10277749.93,10598695.5,8753833.39,10551543.05,11907779.21,10923555.33,11774411.89,11455520.87,8806509.466,10605649.7,12149289.66,11610226,11999764.07,10830793.79,10289632.58,10831327.06,11398954.08,10718795.98,11073598.11,10800117.13,11136127.19,11508906.6,10740284.69,11322178.16,10694095.7,12681593.53,15618948.47,17731573.56,17821334.26,17019796.09,13321371.06,15036636.59,15457459.93,13651244.43,15655283.68,13422295.66
Ncam1|P13595,79075355.52,74974163.47,67185705.51,77104743.99,78575217.56,69472976.88,70957770.78,72689203.72,79558462.97,78524121.91,76258352.29,109513284.1,113618455.4,139251664.8,115942897.2,132577797.9,92120964.44,119499408.3,136851523.6,121712299.1,124014685.3,104697213.1,85728069.15,98464586.8,93173746.1,96439472.55,98401342.07,85971915.16,90502325.33,106345849.4,89334479.15,102323946.1,83301091.04,148443349.5,157641236,173492042.6,150500310,179873697.8,150829400.9,158844295.3,172977551.5,138353252.5,173801034.6,150199903
Lrpprc|Q6PB66,21098285.72,19413523.58,23922439.53,19965761.19,16776438.68,20814452.23,20396237.51,17392959.38,13963585.53,14788821,20515750.46,16340069.77,10139734.89,8915868.457,9670836.368,9494747.255,21410840.06,10262295.56,10267826.3,10893626.51,10496582.3,16450607.42,14239274.88,8715357.287,9770847.691,10634681.24,9724031.991,14335322.88,9219845.551,8418538.144,10789635.86,8317207.481,14316367.87,20276599.79,17092759.72,15037746.43,16051463.78,17251194.03,20186048.45,17580104.96,13922239.09,23375597.51,12376094.95,20453239.97
Shank2|Q80Z38,13076946.43,11509992.83,11528178.43,12953281.41,10493922.79,13265686.63,13179034.78,11369965,12958449.83,13936744.91,13598096.67,16221220.33,16734418.7,21344112.95,18617087.34,20458595.99,18284912.4,23453681.99,20028351.07,20513077.22,19201280.71,16533601.47,15027210.08,18253037.18,1653488.06,17279025.16,2024629.721,15564040.73,15759143.6,1590302.293,17498628.89,1788532.337,15284430.86,14373376.23,15641894.68,16548969.96,14578721.62,16601873.33,14402518.77,14931629.68,17131974.33,15281185.71,18597374.71,14873781.64
Ogdh|Q60597,52017575.93,47976845.73,53623495.54,47616050.46,43042107.1,53852771.46,49081235.82,41543937.93,35139419.02,36085775.16,53471164.64,63972414.41,37475995.01,31326431.62,35787710.41,34178388.43,77637692.8,36926255,37504371.22,38755023.48,35803378.23,64303860.69,50792094.39,31627414.65,34938476.31,34737003.23,33592446.66,51211423.67,33915872.92,31908620.71,38720175.87,28888557.19,50945695.23,54695079.96,42526479.19,34641060.15,38582055.01,40740881.97,52008726.34,40413996.01,34418212.74,51464943.91,31131739.21,53707289.58
Ank3|G5E8K5,10144061.55,9698525.101,9963623.188,10738262.4,8795561.592,10323359.28,12615780.83,11690559.79,11787758.16,12795303.52,10279967.74,11610219.53,11922553.56,15509857.93,13850785.39,16432926.26,9681443.983,13494021.85,15984645.6,14541683.94,16061396.13,12075473.59,8382727.798,11440419.35,11556238.81,9646393.327,10472544.97,9130947.523,10342570.82,11640891.95,10142681.89,11259812.1,8775000.73,10726890.04,12514892.27,10689465.94,11826385.01,12380772.74,10773733.97,12253631.57,12133803.74,9705818.679,12894117.74,11077454.02
Ppfia3|P60469,11995629.45,12305955.43,11237821.9,11715857.75,12361682.12,11952672.37,11778826.22,12133186.11,13047422.78,13010595.8,12152462.93,10647735.7,11967090.26,11325216.42,12365322.77,11771923.06,11105568.88,12474991.1,11869813.37,12168448.36,12146567,10951333.63,10908521.68,11723298.2,11723591.74,11595489.49,11914742.7,10999312.15,11197183.14,12068759.37,11708322.25,11750515.79,10744733.16,4456675.792,5529874.248,6401985.253,5800712.968,5522465.571,4435082.264,5228328.593,5179627.842,4773500.14,5559920.734,4741182.793
Wdr7|Q920I9,18152819.28,16849883.8,16790833.11,18009053.94,18844766.38,17884586.32,18626887.34,17687958.33,20155360.07,19000590.46,18251647.76,17974983.86,19811585.75,18842688.22,19819821.91,19768271.08,14711591.68,19157185.42,19475959.11,19120716.06,20341557.16,17956904.27,23394666.68,24833787.17,23430106.51,25984781.07,23666633.23,24290549.45,25593334.22,23390643.61,23905081.33,22978508.4,24213948.82,14465352.82,17152149,19047316.92,18737691.65,17012739.52,15283388.53,17336072.99,17380586.18,16358947.72,17690654.2,15123255.98
Atp5f1a|Q03265,449192485.4,485463237.8,503316651.9,495137404.1,369201786,424427662.1,453302978.6,381910946.6,320687163,327498002.7,436289413.2,454728663.6,274153409.8,306616507.2,278727452.8,302879824.1,500199525.3,310290735.5,300287376.4,313392785.5,301523391.9,452557276.6,469839892.4,364507530.5,356589520.7,370521081.6,391893428.2,467016875.7,327214236,371309964.6,375737193.2,353563651.7,458191997.4,441412787.4,353761985.6,280144537.2,306632140.5,362674377,437619699,361613045.2,325821946.7,490288575.7,319335336.3,433047846.4
Gpd2|Q64521,85807783.12,85963710.22,76515677.24,82730096.45,74207434.12,97418269.57,71413947.94,69065783.26,60817199.6,69524529.01,89382631.4,77316044.22,53831090.05,59039270.45,49876615.65,61569033.11,120528673.5,65869866.62,49123816.34,59257852.71,51003937.38,77360213.45,78718286.16,51449131.71,53793523.55,55671973.01,55107492.22,78807870.94,55706702.69,52461609.55,64061706.92,51758319.82,78810765.39,58800342.37,38341046.66,37480672.28,36183167.46,40452761.69,57548886.02,46064281.65,42564642.35,53959529.78,46438664.56,59263963.65
Lrrc7|Q80TE7,12674769.79,13640131.85,12603171.58,14299994.31,12038394.29,13532493.2,14279345.58,12912714.13,15039408.21,15213669.38,13240239.84,9719589.024,12290800.99,14435657.13,12214929.94,14203366.29,12161017.81,16694631.39,12449992.37,13579518.47,12331924.21,9731624.243,9288341.023,10999052.21,10311043.05,11055607.18,11375186.76,9133720.259,10146876.51,11261548.23,10930068.68,11419372.33,9306494.611,11033371.32,11040910.88,13256862.9,12266232.75,12914223.15,10947678.27,11489711.1,11248345.82,11319383.2,12080791.41,10958902.11
Plcb1|Q9Z1B3,16539435.06,14556469.95,13341801.86,12264596.2,15720794.58,17136814.34,13696962.89,16019880.24,17040330.41,15660253.96,16837405.69,16264161.56,17991063.29,15445464.85,18295199.62,16712646.47,13538749.06,14816518.16,17490082.7,16443057.32,18801166.16,16594521.22,17556546.84,17401324.25,20175172.14,18150516.64,17729924.27,17567176.55,19788447.95,17717245.86,18945006.97,19084071.84,18208024.22,14055340.58,16336562.58,15301382.99,16256380.36,13709280.83,13831443.32,15279960.16,14888517.52,13520779.3,15021843,13692188.03
Aco2|Q99KI0,185099773.3,178383683.5,201797575.7,169532063,155921539.5,164548620.6,180267102,156518635.6,125067298.7,130026625.5,180758257.8,133002590.8,84732722.09,72455704.58,79345829.12,79629546.8,168872713.3,83028489.78,85535768.89,89364158.19,85563210.41,134347596.8,153068196.7,95512651.1,110431010.2,111515563.8,103111769,151968477.8,109183536.2,93864941.75,117170214.2,89620175.46,147449951.6,141784189.1,115830833.5,86732869.51,102188805.5,107945472,137160462,116430959.1,95099187.07,147337252.8,82597288.62,138975061.4
